Pris;Kommune;Dato
18267;Hillerød;2012-08-01
18695;Hillerød;2012-09-01
18380;Hillerød;2012-10-01
18427;Hillerød;2012-11-01
18120;Hillerød;2012-12-01
18787;Hillerød;2013-01-01
19265;Hillerød;2013-02-01
18963;Hillerød;2013-03-01
19062;Hillerød;2013-04-01
19062;Hillerød;2013-05-01
19061;Hillerød;2013-06-01
18899;Hillerød;2013-07-01
19196;Hillerød;2013-08-01
18961;Hillerød;2013-09-01
19730;Hillerød;2013-10-01
19059;Hillerød;2013-11-01
18707;Hillerød;2013-12-01
19043;Hillerød;2014-01-01
18892;Hillerød;2014-02-01
18533;Hillerød;2014-03-01
20804;Hillerød;2014-04-01
20952;Hillerød;2014-05-01
20704;Hillerød;2014-06-01
20608;Hillerød;2014-07-01
20503;Hillerød;2014-08-01
18990;Hillerød;2014-09-01
18880;Hillerød;2014-10-01
19030;Hillerød;2014-11-01
19073;Hillerød;2014-12-01
18747;Hillerød;2015-01-01
18478;Hillerød;2015-02-01
18668;Hillerød;2015-03-01
18663;Hillerød;2015-04-01
18775;Hillerød;2015-05-01
19525;Hillerød;2015-06-01
19649;Hillerød;2015-07-01
19664;Hillerød;2015-08-01
20745;Hillerød;2015-09-01
18812;Hillerød;2015-10-01
21754;Hillerød;2015-11-01
23380;Hillerød;2015-12-01
23362;Hillerød;2016-01-01
23211;Hillerød;2016-02-01
22997;Hillerød;2016-03-01
22467;Hillerød;2016-04-01
22418;Hillerød;2016-05-01
21978;Hillerød;2016-06-01
21764;Hillerød;2016-07-01
22696;Hillerød;2016-08-01
21322;Hillerød;2016-09-01
22816;Hillerød;2016-10-01
23035;Hillerød;2016-11-01
22877;Hillerød;2016-12-01
22647;Hillerød;2017-01-01
22904;Hillerød;2017-02-01
23042;Hillerød;2017-03-01
23222;Hillerød;2017-04-01
24085;Hillerød;2017-05-01
24409;Hillerød;2017-06-01
24222;Hillerød;2017-07-01
23755;Hillerød;2017-08-01
23775;Hillerød;2017-09-01
23668;Hillerød;2017-10-01
23446;Hillerød;2017-11-01
23724;Hillerød;2017-12-01
21408;Hørsholm;2004-01-01
22062;Hørsholm;2004-02-01
21449;Hørsholm;2004-03-01
22630;Hørsholm;2004-04-01
22816;Hørsholm;2004-05-01
21924;Hørsholm;2004-06-01
21439;Hørsholm;2004-07-01
21261;Hørsholm;2004-08-01
21946;Hørsholm;2004-09-01
21286;Hørsholm;2004-10-01
24597;Hørsholm;2004-11-01
25005;Hørsholm;2004-12-01
24754;Hørsholm;2005-01-01
26142;Hørsholm;2005-02-01
27191;Hørsholm;2005-03-01
27207;Hørsholm;2005-04-01
28840;Hørsholm;2005-05-01
27566;Hørsholm;2005-06-01
28565;Hørsholm;2005-07-01
29601;Hørsholm;2005-08-01
30783;Hørsholm;2005-09-01
31707;Hørsholm;2005-10-01
32356;Hørsholm;2005-11-01
32622;Hørsholm;2005-12-01
31483;Hørsholm;2006-01-01
32929;Hørsholm;2006-02-01
33176;Hørsholm;2006-03-01
32921;Hørsholm;2006-04-01
33250;Hørsholm;2006-05-01
33454;Hørsholm;2006-06-01
34296;Hørsholm;2006-07-01
34270;Hørsholm;2006-08-01
34694;Hørsholm;2006-09-01
34792;Hørsholm;2006-10-01
34488;Hørsholm;2006-11-01
34482;Hørsholm;2006-12-01
35113;Hørsholm;2007-01-01
34332;Hørsholm;2007-02-01
34291;Hørsholm;2007-03-01
34045;Hørsholm;2007-04-01
33626;Hørsholm;2007-05-01
34234;Hørsholm;2007-06-01
34371;Hørsholm;2007-07-01
34305;Hørsholm;2007-08-01
34748;Hørsholm;2007-09-01
33882;Hørsholm;2007-10-01
33158;Hørsholm;2007-11-01
32761;Hørsholm;2007-12-01
32644;Hørsholm;2008-01-01
32611;Hørsholm;2008-02-01
32701;Hørsholm;2008-03-01
32328;Hørsholm;2008-04-01
40670;Hørsholm;2008-05-01
41101;Hørsholm;2008-06-01
40785;Hørsholm;2008-07-01
40616;Hørsholm;2008-08-01
42346;Hørsholm;2008-09-01
41403;Hørsholm;2008-10-01
41898;Hørsholm;2008-11-01
41292;Hørsholm;2008-12-01
40968;Hørsholm;2009-01-01
42083;Hørsholm;2009-02-01
42046;Hørsholm;2009-03-01
40771;Hørsholm;2009-04-01
40707;Hørsholm;2009-05-01
27352;Hørsholm;2009-06-01
27195;Hørsholm;2009-07-01
26105;Hørsholm;2009-08-01
25219;Hørsholm;2009-09-01
24909;Hørsholm;2009-10-01
25807;Hørsholm;2009-11-01
27314;Hørsholm;2009-12-01
27019;Hørsholm;2010-01-01
27601;Hørsholm;2010-02-01
27512;Hørsholm;2010-03-01
27671;Hørsholm;2010-04-01
29011;Hørsholm;2010-05-01
28407;Hørsholm;2010-06-01
28219;Hørsholm;2010-07-01
28296;Hørsholm;2010-08-01
29126;Hørsholm;2010-09-01
28385;Hørsholm;2010-10-01
27837;Hørsholm;2010-11-01
26949;Hørsholm;2010-12-01
25968;Hørsholm;2011-01-01
26892;Hørsholm;2011-02-01
27333;Hørsholm;2011-03-01
27107;Hørsholm;2011-04-01
28298;Hørsholm;2011-05-01
24449;Hørsholm;2011-06-01
32912;Hørsholm;2011-07-01
31726;Hørsholm;2011-08-01
31756;Hørsholm;2011-09-01
30693;Hørsholm;2011-10-01
31180;Hørsholm;2011-11-01
31046;Hørsholm;2011-12-01
29901;Hørsholm;2012-01-01
29614;Hørsholm;2012-02-01
29588;Hørsholm;2012-03-01
29642;Hørsholm;2012-04-01
29661;Hørsholm;2012-05-01
30367;Hørsholm;2012-06-01
30326;Hørsholm;2012-07-01
30412;Hørsholm;2012-08-01
30427;Hørsholm;2012-09-01
30886;Hørsholm;2012-10-01
32166;Hørsholm;2012-11-01
32456;Hørsholm;2012-12-01
28287;Hørsholm;2013-01-01
28489;Hørsholm;2013-02-01
28532;Hørsholm;2013-03-01
28809;Hørsholm;2013-04-01
28823;Hørsholm;2013-05-01
29463;Hørsholm;2013-06-01
30120;Hørsholm;2013-07-01
30024;Hørsholm;2013-08-01
28422;Hørsholm;2013-09-01
28295;Hørsholm;2013-10-01
23697;Hørsholm;2013-11-01
23468;Hørsholm;2013-12-01
25525;Hørsholm;2014-01-01
24966;Hørsholm;2014-02-01
25058;Hørsholm;2014-03-01
25458;Hørsholm;2014-04-01
24815;Hørsholm;2014-05-01
25772;Hørsholm;2014-06-01
26754;Hørsholm;2014-07-01
26103;Hørsholm;2014-08-01
25909;Hørsholm;2014-09-01
29679;Hørsholm;2014-10-01
29587;Hørsholm;2014-11-01
29982;Hørsholm;2014-12-01
30610;Hørsholm;2015-01-01
27071;Hørsholm;2015-02-01
26123;Hørsholm;2015-03-01
27274;Hørsholm;2015-04-01
26220;Hørsholm;2015-05-01
25977;Hørsholm;2015-06-01
26824;Hørsholm;2015-07-01
29245;Hørsholm;2015-08-01
26626;Hørsholm;2015-09-01
27375;Hørsholm;2015-10-01
30643;Hørsholm;2015-11-01
33206;Hørsholm;2015-12-01
32454;Hørsholm;2016-01-01
34604;Hørsholm;2016-02-01
35559;Hørsholm;2016-03-01
32988;Hørsholm;2016-04-01
35763;Hørsholm;2016-05-01
36513;Hørsholm;2016-06-01
36565;Hørsholm;2016-07-01
34418;Hørsholm;2016-08-01
34800;Hørsholm;2016-09-01
35845;Hørsholm;2016-10-01
34735;Hørsholm;2016-11-01
35762;Hørsholm;2016-12-01
36040;Hørsholm;2017-01-01
34997;Hørsholm;2017-02-01
31618;Hørsholm;2017-03-01
34337;Hørsholm;2017-04-01
32412;Hørsholm;2017-05-01
34450;Hørsholm;2017-06-01
34608;Hørsholm;2017-07-01
34338;Hørsholm;2017-08-01
32066;Hørsholm;2017-09-01
32394;Hørsholm;2017-10-01
29937;Hørsholm;2017-11-01
31633;Hørsholm;2017-12-01
20445;Rudersdal;2004-01-01
20634;Rudersdal;2004-02-01
20651;Rudersdal;2004-03-01
21421;Rudersdal;2004-04-01
21050;Rudersdal;2004-05-01
20794;Rudersdal;2004-06-01
21584;Rudersdal;2004-07-01
22050;Rudersdal;2004-08-01
22501;Rudersdal;2004-09-01
22847;Rudersdal;2004-10-01
23705;Rudersdal;2004-11-01
24901;Rudersdal;2004-12-01
24932;Rudersdal;2005-01-01
24836;Rudersdal;2005-02-01
25338;Rudersdal;2005-03-01
25578;Rudersdal;2005-04-01
28474;Rudersdal;2005-05-01
28222;Rudersdal;2005-06-01
27389;Rudersdal;2005-07-01
30005;Rudersdal;2005-08-01
30668;Rudersdal;2005-09-01
31541;Rudersdal;2005-10-01
32333;Rudersdal;2005-11-01
33464;Rudersdal;2005-12-01
32564;Rudersdal;2006-01-01
33279;Rudersdal;2006-02-01
34214;Rudersdal;2006-03-01
33869;Rudersdal;2006-04-01
35709;Rudersdal;2006-05-01
39227;Rudersdal;2006-06-01
37874;Rudersdal;2006-07-01
37544;Rudersdal;2006-08-01
34935;Rudersdal;2006-09-01
35263;Rudersdal;2006-10-01
35383;Rudersdal;2006-11-01
35208;Rudersdal;2006-12-01
34892;Rudersdal;2007-01-01
34740;Rudersdal;2007-02-01
34204;Rudersdal;2007-03-01
33520;Rudersdal;2007-04-01
33806;Rudersdal;2007-05-01
34408;Rudersdal;2007-06-01
33734;Rudersdal;2007-07-01
32991;Rudersdal;2007-08-01
33333;Rudersdal;2007-09-01
32987;Rudersdal;2007-10-01
33266;Rudersdal;2007-11-01
32353;Rudersdal;2007-12-01
32385;Rudersdal;2008-01-01
31715;Rudersdal;2008-02-01
31982;Rudersdal;2008-03-01
31888;Rudersdal;2008-04-01
32444;Rudersdal;2008-05-01
31985;Rudersdal;2008-06-01
31908;Rudersdal;2008-07-01
31352;Rudersdal;2008-08-01
30772;Rudersdal;2008-09-01
30460;Rudersdal;2008-10-01
30132;Rudersdal;2008-11-01
29097;Rudersdal;2008-12-01
28761;Rudersdal;2009-01-01
28595;Rudersdal;2009-02-01
28723;Rudersdal;2009-03-01
29278;Rudersdal;2009-04-01
28561;Rudersdal;2009-05-01
28357;Rudersdal;2009-06-01
28298;Rudersdal;2009-07-01
27892;Rudersdal;2009-08-01
28000;Rudersdal;2009-09-01
27803;Rudersdal;2009-10-01
27546;Rudersdal;2009-11-01
27656;Rudersdal;2009-12-01
26737;Rudersdal;2010-01-01
26856;Rudersdal;2010-02-01
27393;Rudersdal;2010-03-01
27787;Rudersdal;2010-04-01
26883;Rudersdal;2010-05-01
26543;Rudersdal;2010-06-01
26747;Rudersdal;2010-07-01
26500;Rudersdal;2010-08-01
26050;Rudersdal;2010-09-01
31463;Rudersdal;2010-10-01
31718;Rudersdal;2010-11-01
32134;Rudersdal;2010-12-01
31467;Rudersdal;2011-01-01
30930;Rudersdal;2011-02-01
28718;Rudersdal;2011-03-01
31347;Rudersdal;2011-04-01
30513;Rudersdal;2011-05-01
30435;Rudersdal;2011-06-01
29578;Rudersdal;2011-07-01
24875;Rudersdal;2011-08-01
24371;Rudersdal;2011-09-01
29256;Rudersdal;2011-10-01
28282;Rudersdal;2011-11-01
27907;Rudersdal;2011-12-01
28038;Rudersdal;2012-01-01
27628;Rudersdal;2012-02-01
28189;Rudersdal;2012-03-01
28860;Rudersdal;2012-04-01
28974;Rudersdal;2012-05-01
28823;Rudersdal;2012-06-01
29088;Rudersdal;2012-07-01
29101;Rudersdal;2012-08-01
28418;Rudersdal;2012-09-01
29840;Rudersdal;2012-10-01
30218;Rudersdal;2012-11-01
30080;Rudersdal;2012-12-01
29783;Rudersdal;2013-01-01
23957;Rudersdal;2013-02-01
24175;Rudersdal;2013-03-01
24644;Rudersdal;2013-04-01
27871;Rudersdal;2013-05-01
27737;Rudersdal;2013-06-01
27589;Rudersdal;2013-07-01
28331;Rudersdal;2013-08-01
28042;Rudersdal;2013-09-01
28159;Rudersdal;2013-10-01
29052;Rudersdal;2013-11-01
29085;Rudersdal;2013-12-01
28834;Rudersdal;2014-01-01
28527;Rudersdal;2014-02-01
28860;Rudersdal;2014-03-01
29626;Rudersdal;2014-04-01
29164;Rudersdal;2014-05-01
28131;Rudersdal;2014-06-01
27930;Rudersdal;2014-07-01
27985;Rudersdal;2014-08-01
22253;Rudersdal;2014-09-01
27370;Rudersdal;2014-10-01
27368;Rudersdal;2014-11-01
29715;Rudersdal;2014-12-01
29872;Rudersdal;2015-01-01
30519;Rudersdal;2015-02-01
29990;Rudersdal;2015-03-01
29659;Rudersdal;2015-04-01
30365;Rudersdal;2015-05-01
31497;Rudersdal;2015-06-01
32391;Rudersdal;2015-07-01
34811;Rudersdal;2015-08-01
33477;Rudersdal;2015-09-01
33665;Rudersdal;2015-10-01
34304;Rudersdal;2015-11-01
33736;Rudersdal;2015-12-01
33222;Rudersdal;2016-01-01
32905;Rudersdal;2016-02-01
33721;Rudersdal;2016-03-01
32487;Rudersdal;2016-04-01
32447;Rudersdal;2016-05-01
32703;Rudersdal;2016-06-01
33920;Rudersdal;2016-07-01
34145;Rudersdal;2016-08-01
33859;Rudersdal;2016-09-01
33108;Rudersdal;2016-10-01
33432;Rudersdal;2016-11-01
33622;Rudersdal;2016-12-01
34053;Rudersdal;2017-01-01
34154;Rudersdal;2017-02-01
33403;Rudersdal;2017-03-01
33903;Rudersdal;2017-04-01
33789;Rudersdal;2017-05-01
32428;Rudersdal;2017-06-01
32139;Rudersdal;2017-07-01
32128;Rudersdal;2017-08-01
34232;Rudersdal;2017-09-01
34606;Rudersdal;2017-10-01
34327;Rudersdal;2017-11-01
34118;Rudersdal;2017-12-01
7333;Landsdel Bornholm;2004-01-01
6963;Landsdel Bornholm;2004-02-01
6804;Landsdel Bornholm;2004-03-01
6695;Landsdel Bornholm;2004-04-01
7075;Landsdel Bornholm;2004-05-01
7397;Landsdel Bornholm;2004-06-01
11294;Landsdel Bornholm;2004-07-01
11488;Landsdel Bornholm;2004-08-01
12168;Landsdel Bornholm;2004-09-01
12422;Landsdel Bornholm;2004-10-01
12879;Landsdel Bornholm;2004-11-01
13742;Landsdel Bornholm;2004-12-01
12378;Landsdel Bornholm;2005-01-01
10860;Landsdel Bornholm;2005-02-01
10463;Landsdel Bornholm;2005-03-01
11760;Landsdel Bornholm;2005-04-01
9757;Landsdel Bornholm;2005-05-01
9280;Landsdel Bornholm;2005-06-01
8924;Landsdel Bornholm;2005-07-01
9650;Landsdel Bornholm;2005-08-01
9544;Landsdel Bornholm;2005-09-01
10395;Landsdel Bornholm;2005-10-01
8737;Landsdel Bornholm;2005-11-01
8644;Landsdel Bornholm;2005-12-01
8405;Landsdel Bornholm;2006-01-01
9139;Landsdel Bornholm;2006-02-01
8734;Landsdel Bornholm;2006-03-01
11063;Landsdel Bornholm;2006-04-01
10967;Landsdel Bornholm;2006-05-01
8589;Landsdel Bornholm;2006-06-01
12708;Landsdel Bornholm;2006-07-01
12467;Landsdel Bornholm;2006-08-01
12758;Landsdel Bornholm;2006-09-01
13870;Landsdel Bornholm;2006-10-01
12834;Landsdel Bornholm;2006-11-01
13631;Landsdel Bornholm;2006-12-01
13947;Landsdel Bornholm;2007-01-01
12583;Landsdel Bornholm;2007-02-01
15746;Landsdel Bornholm;2007-03-01
15746;Landsdel Bornholm;2007-04-01
14882;Landsdel Bornholm;2007-05-01
16477;Landsdel Bornholm;2007-06-01
15324;Landsdel Bornholm;2007-07-01
13834;Landsdel Bornholm;2007-08-01
16738;Landsdel Bornholm;2007-09-01
15851;Landsdel Bornholm;2007-10-01
15851;Landsdel Bornholm;2007-11-01
15851;Landsdel Bornholm;2007-12-01
17118;Landsdel Bornholm;2008-01-01
16484;Landsdel Bornholm;2008-02-01
17291;Landsdel Bornholm;2008-03-01
15202;Landsdel Bornholm;2008-04-01
15188;Landsdel Bornholm;2008-05-01
15944;Landsdel Bornholm;2008-06-01
16997;Landsdel Bornholm;2008-07-01
15247;Landsdel Bornholm;2008-08-01
14957;Landsdel Bornholm;2008-09-01
15072;Landsdel Bornholm;2008-10-01
15457;Landsdel Bornholm;2008-11-01
15401;Landsdel Bornholm;2008-12-01
14671;Landsdel Bornholm;2009-01-01
14504;Landsdel Bornholm;2009-02-01
14452;Landsdel Bornholm;2009-03-01
16381;Landsdel Bornholm;2009-04-01
16017;Landsdel Bornholm;2009-05-01
16605;Landsdel Bornholm;2009-06-01
15739;Landsdel Bornholm;2009-07-01
15454;Landsdel Bornholm;2009-08-01
16491;Landsdel Bornholm;2009-09-01
16870;Landsdel Bornholm;2009-10-01
13713;Landsdel Bornholm;2009-11-01
13573;Landsdel Bornholm;2009-12-01
14525;Landsdel Bornholm;2010-01-01
15511;Landsdel Bornholm;2010-02-01
14289;Landsdel Bornholm;2010-03-01
14255;Landsdel Bornholm;2010-04-01
12731;Landsdel Bornholm;2010-05-01
12632;Landsdel Bornholm;2010-06-01
12629;Landsdel Bornholm;2010-07-01
12986;Landsdel Bornholm;2010-08-01
12202;Landsdel Bornholm;2010-09-01
12218;Landsdel Bornholm;2010-10-01
12286;Landsdel Bornholm;2010-11-01
13171;Landsdel Bornholm;2010-12-01
12800;Landsdel Bornholm;2011-01-01
12985;Landsdel Bornholm;2011-02-01
12869;Landsdel Bornholm;2011-03-01
12037;Landsdel Bornholm;2011-04-01
12047;Landsdel Bornholm;2011-05-01
12148;Landsdel Bornholm;2011-06-01
11497;Landsdel Bornholm;2011-07-01
11822;Landsdel Bornholm;2011-08-01
11029;Landsdel Bornholm;2011-09-01
12487;Landsdel Bornholm;2011-10-01
12271;Landsdel Bornholm;2011-11-01
12473;Landsdel Bornholm;2011-12-01
12105;Landsdel Bornholm;2012-01-01
10754;Landsdel Bornholm;2012-02-01
10895;Landsdel Bornholm;2012-03-01
10535;Landsdel Bornholm;2012-04-01
11020;Landsdel Bornholm;2012-05-01
11274;Landsdel Bornholm;2012-06-01
11675;Landsdel Bornholm;2012-07-01
11903;Landsdel Bornholm;2012-08-01
11700;Landsdel Bornholm;2012-09-01
11816;Landsdel Bornholm;2012-10-01
12513;Landsdel Bornholm;2012-11-01
12652;Landsdel Bornholm;2012-12-01
12250;Landsdel Bornholm;2013-01-01
12233;Landsdel Bornholm;2013-02-01
13357;Landsdel Bornholm;2013-03-01
12932;Landsdel Bornholm;2013-04-01
13236;Landsdel Bornholm;2013-05-01
12981;Landsdel Bornholm;2013-06-01
12852;Landsdel Bornholm;2013-07-01
12745;Landsdel Bornholm;2013-08-01
12664;Landsdel Bornholm;2013-09-01
12572;Landsdel Bornholm;2013-10-01
12582;Landsdel Bornholm;2013-11-01
12645;Landsdel Bornholm;2013-12-01
12749;Landsdel Bornholm;2014-01-01
11990;Landsdel Bornholm;2014-02-01
10788;Landsdel Bornholm;2014-03-01
10922;Landsdel Bornholm;2014-04-01
10076;Landsdel Bornholm;2014-05-01
10183;Landsdel Bornholm;2014-06-01
9841;Landsdel Bornholm;2014-07-01
9643;Landsdel Bornholm;2014-08-01
10081;Landsdel Bornholm;2014-09-01
3591;Landsdel Bornholm;2014-10-01
8828;Landsdel Bornholm;2014-11-01
7797;Landsdel Bornholm;2014-12-01
7885;Landsdel Bornholm;2015-01-01
9976;Landsdel Bornholm;2015-02-01
10387;Landsdel Bornholm;2015-03-01
10936;Landsdel Bornholm;2015-04-01
10540;Landsdel Bornholm;2015-05-01
10838;Landsdel Bornholm;2015-06-01
11142;Landsdel Bornholm;2015-07-01
10559;Landsdel Bornholm;2015-08-01
10854;Landsdel Bornholm;2015-09-01
11037;Landsdel Bornholm;2015-10-01
11025;Landsdel Bornholm;2015-11-01
10587;Landsdel Bornholm;2015-12-01
10621;Landsdel Bornholm;2016-01-01
11481;Landsdel Bornholm;2016-02-01
11733;Landsdel Bornholm;2016-03-01
10534;Landsdel Bornholm;2016-04-01
10071;Landsdel Bornholm;2016-05-01
10456;Landsdel Bornholm;2016-06-01
10553;Landsdel Bornholm;2016-07-01
10450;Landsdel Bornholm;2016-08-01
9976;Landsdel Bornholm;2016-09-01
10436;Landsdel Bornholm;2016-10-01
10988;Landsdel Bornholm;2016-11-01
11566;Landsdel Bornholm;2016-12-01
12021;Landsdel Bornholm;2017-01-01
12153;Landsdel Bornholm;2017-02-01
12200;Landsdel Bornholm;2017-03-01
12363;Landsdel Bornholm;2017-04-01
12413;Landsdel Bornholm;2017-05-01
10830;Landsdel Bornholm;2017-06-01
10844;Landsdel Bornholm;2017-07-01
10584;Landsdel Bornholm;2017-08-01
10708;Landsdel Bornholm;2017-09-01
10812;Landsdel Bornholm;2017-10-01
10476;Landsdel Bornholm;2017-11-01
10099;Landsdel Bornholm;2017-12-01
7333;Bornholm;2004-01-01
6963;Bornholm;2004-02-01
6804;Bornholm;2004-03-01
6695;Bornholm;2004-04-01
7075;Bornholm;2004-05-01
7397;Bornholm;2004-06-01
11294;Bornholm;2004-07-01
11488;Bornholm;2004-08-01
12168;Bornholm;2004-09-01
12422;Bornholm;2004-10-01
12879;Bornholm;2004-11-01
13742;Bornholm;2004-12-01
12378;Bornholm;2005-01-01
10860;Bornholm;2005-02-01
10463;Bornholm;2005-03-01
11760;Bornholm;2005-04-01
9757;Bornholm;2005-05-01
9280;Bornholm;2005-06-01
8924;Bornholm;2005-07-01
9650;Bornholm;2005-08-01
9544;Bornholm;2005-09-01
10395;Bornholm;2005-10-01
8737;Bornholm;2005-11-01
8644;Bornholm;2005-12-01
8405;Bornholm;2006-01-01
9139;Bornholm;2006-02-01
8734;Bornholm;2006-03-01
11063;Bornholm;2006-04-01
10967;Bornholm;2006-05-01
8589;Bornholm;2006-06-01
12708;Bornholm;2006-07-01
12467;Bornholm;2006-08-01
12758;Bornholm;2006-09-01
13870;Bornholm;2006-10-01
12834;Bornholm;2006-11-01
13631;Bornholm;2006-12-01
13947;Bornholm;2007-01-01
12583;Bornholm;2007-02-01
15746;Bornholm;2007-03-01
15746;Bornholm;2007-04-01
14882;Bornholm;2007-05-01
16477;Bornholm;2007-06-01
15324;Bornholm;2007-07-01
13834;Bornholm;2007-08-01
16738;Bornholm;2007-09-01
15851;Bornholm;2007-10-01
15851;Bornholm;2007-11-01
15851;Bornholm;2007-12-01
17118;Bornholm;2008-01-01
16484;Bornholm;2008-02-01
17291;Bornholm;2008-03-01
15202;Bornholm;2008-04-01
15188;Bornholm;2008-05-01
15944;Bornholm;2008-06-01
16997;Bornholm;2008-07-01
15247;Bornholm;2008-08-01
14957;Bornholm;2008-09-01
15072;Bornholm;2008-10-01
15457;Bornholm;2008-11-01
15401;Bornholm;2008-12-01
14671;Bornholm;2009-01-01
14504;Bornholm;2009-02-01
14452;Bornholm;2009-03-01
16381;Bornholm;2009-04-01
16017;Bornholm;2009-05-01
16605;Bornholm;2009-06-01
15739;Bornholm;2009-07-01
15454;Bornholm;2009-08-01
16491;Bornholm;2009-09-01
16870;Bornholm;2009-10-01
13713;Bornholm;2009-11-01
13573;Bornholm;2009-12-01
14525;Bornholm;2010-01-01
15511;Bornholm;2010-02-01
14289;Bornholm;2010-03-01
14255;Bornholm;2010-04-01
12731;Bornholm;2010-05-01
12632;Bornholm;2010-06-01
12629;Bornholm;2010-07-01
12986;Bornholm;2010-08-01
12202;Bornholm;2010-09-01
12218;Bornholm;2010-10-01
12286;Bornholm;2010-11-01
13171;Bornholm;2010-12-01
12800;Bornholm;2011-01-01
12985;Bornholm;2011-02-01
12869;Bornholm;2011-03-01
12037;Bornholm;2011-04-01
12047;Bornholm;2011-05-01
12148;Bornholm;2011-06-01
11497;Bornholm;2011-07-01
11822;Bornholm;2011-08-01
11029;Bornholm;2011-09-01
12487;Bornholm;2011-10-01
12271;Bornholm;2011-11-01
12473;Bornholm;2011-12-01
12105;Bornholm;2012-01-01
10754;Bornholm;2012-02-01
10895;Bornholm;2012-03-01
10535;Bornholm;2012-04-01
11020;Bornholm;2012-05-01
11274;Bornholm;2012-06-01
11675;Bornholm;2012-07-01
11903;Bornholm;2012-08-01
11700;Bornholm;2012-09-01
11816;Bornholm;2012-10-01
12513;Bornholm;2012-11-01
12652;Bornholm;2012-12-01
12250;Bornholm;2013-01-01
12233;Bornholm;2013-02-01
13357;Bornholm;2013-03-01
12932;Bornholm;2013-04-01
13236;Bornholm;2013-05-01
12981;Bornholm;2013-06-01
12852;Bornholm;2013-07-01
12745;Bornholm;2013-08-01
12664;Bornholm;2013-09-01
12572;Bornholm;2013-10-01
12582;Bornholm;2013-11-01
12645;Bornholm;2013-12-01
12749;Bornholm;2014-01-01
11990;Bornholm;2014-02-01
10788;Bornholm;2014-03-01
10922;Bornholm;2014-04-01
10076;Bornholm;2014-05-01
10183;Bornholm;2014-06-01
9841;Bornholm;2014-07-01
9643;Bornholm;2014-08-01
10081;Bornholm;2014-09-01
3591;Bornholm;2014-10-01
8828;Bornholm;2014-11-01
7797;Bornholm;2014-12-01
7885;Bornholm;2015-01-01
9976;Bornholm;2015-02-01
10387;Bornholm;2015-03-01
10936;Bornholm;2015-04-01
10540;Bornholm;2015-05-01
10838;Bornholm;2015-06-01
11142;Bornholm;2015-07-01
10559;Bornholm;2015-08-01
10854;Bornholm;2015-09-01
11037;Bornholm;2015-10-01
11025;Bornholm;2015-11-01
10587;Bornholm;2015-12-01
10621;Bornholm;2016-01-01
11481;Bornholm;2016-02-01
11733;Bornholm;2016-03-01
10534;Bornholm;2016-04-01
10071;Bornholm;2016-05-01
10456;Bornholm;2016-06-01
10553;Bornholm;2016-07-01
10450;Bornholm;2016-08-01
9976;Bornholm;2016-09-01
10436;Bornholm;2016-10-01
10988;Bornholm;2016-11-01
11566;Bornholm;2016-12-01
12021;Bornholm;2017-01-01
12153;Bornholm;2017-02-01
12200;Bornholm;2017-03-01
12363;Bornholm;2017-04-01
12413;Bornholm;2017-05-01
10830;Bornholm;2017-06-01
10844;Bornholm;2017-07-01
10584;Bornholm;2017-08-01
10708;Bornholm;2017-09-01
10812;Bornholm;2017-10-01
10476;Bornholm;2017-11-01
10099;Bornholm;2017-12-01
12781;Region Sjælland;2004-01-01
13221;Region Sjælland;2004-02-01
13548;Region Sjælland;2004-03-01
13614;Region Sjælland;2004-04-01
13640;Region Sjælland;2004-05-01
13672;Region Sjælland;2004-06-01
13570;Region Sjælland;2004-07-01
13829;Region Sjælland;2004-08-01
14148;Region Sjælland;2004-09-01
14268;Region Sjælland;2004-10-01
14448;Region Sjælland;2004-11-01
14603;Region Sjælland;2004-12-01
14996;Region Sjælland;2005-01-01
15254;Region Sjælland;2005-02-01
15385;Region Sjælland;2005-03-01
15543;Region Sjælland;2005-04-01
15456;Region Sjælland;2005-05-01
15559;Region Sjælland;2005-06-01
15810;Region Sjælland;2005-07-01
16364;Region Sjælland;2005-08-01
17015;Region Sjælland;2005-09-01
17561;Region Sjælland;2005-10-01
17939;Region Sjælland;2005-11-01
18665;Region Sjælland;2005-12-01
19068;Region Sjælland;2006-01-01
20284;Region Sjælland;2006-02-01
20406;Region Sjælland;2006-03-01
20687;Region Sjælland;2006-04-01
20490;Region Sjælland;2006-05-01
20283;Region Sjælland;2006-06-01
20445;Region Sjælland;2006-07-01
20413;Region Sjælland;2006-08-01
20412;Region Sjælland;2006-09-01
20558;Region Sjælland;2006-10-01
20551;Region Sjælland;2006-11-01
20574;Region Sjælland;2006-12-01
20748;Region Sjælland;2007-01-01
20908;Region Sjælland;2007-02-01
20834;Region Sjælland;2007-03-01
20969;Region Sjælland;2007-04-01
21150;Region Sjælland;2007-05-01
21098;Region Sjælland;2007-06-01
21307;Region Sjælland;2007-07-01
20873;Region Sjælland;2007-08-01
20647;Region Sjælland;2007-09-01
21600;Region Sjælland;2007-10-01
21323;Region Sjælland;2007-11-01
21470;Region Sjælland;2007-12-01
21481;Region Sjælland;2008-01-01
21326;Region Sjælland;2008-02-01
20977;Region Sjælland;2008-03-01
20721;Region Sjælland;2008-04-01
20653;Region Sjælland;2008-05-01
20450;Region Sjælland;2008-06-01
20289;Region Sjælland;2008-07-01
19015;Region Sjælland;2008-08-01
