Pris;Kommune;Dato
18690;Tønder;2006-03-01
18750;Tønder;2006-04-01
17700;Tønder;2006-05-01
18100;Tønder;2006-06-01
17862;Tønder;2006-07-01
19255;Tønder;2006-08-01
19246;Tønder;2006-09-01
20943;Tønder;2006-10-01
24123;Tønder;2006-11-01
24118;Tønder;2006-12-01
23662;Tønder;2007-01-01
23877;Tønder;2007-02-01
23165;Tønder;2007-03-01
23817;Tønder;2007-04-01
23935;Tønder;2007-05-01
24210;Tønder;2007-06-01
24239;Tønder;2007-07-01
24134;Tønder;2007-08-01
24008;Tønder;2007-09-01
23788;Tønder;2007-10-01
21766;Tønder;2007-11-01
21776;Tønder;2007-12-01
21107;Tønder;2008-01-01
20748;Tønder;2008-02-01
20466;Tønder;2008-03-01
20206;Tønder;2008-04-01
20086;Tønder;2008-05-01
17959;Tønder;2008-06-01
17606;Tønder;2008-07-01
17673;Tønder;2008-08-01
18093;Tønder;2008-09-01
18001;Tønder;2008-10-01
17314;Tønder;2008-11-01
17360;Tønder;2008-12-01
16886;Tønder;2009-01-01
17392;Tønder;2009-02-01
17257;Tønder;2009-03-01
17603;Tønder;2009-04-01
9820;Tønder;2009-05-01
18947;Tønder;2009-06-01
18796;Tønder;2009-07-01
18681;Tønder;2009-08-01
17233;Tønder;2009-09-01
17686;Tønder;2009-10-01
17581;Tønder;2009-11-01
17731;Tønder;2009-12-01
17371;Tønder;2010-01-01
17150;Tønder;2010-02-01
17187;Tønder;2010-03-01
16823;Tønder;2010-04-01
16950;Tønder;2010-05-01
15938;Tønder;2010-06-01
16045;Tønder;2010-07-01
16045;Tønder;2010-08-01
15937;Tønder;2010-09-01
15680;Tønder;2010-10-01
16384;Tønder;2010-11-01
16482;Tønder;2010-12-01
16295;Tønder;2011-01-01
16295;Tønder;2011-02-01
15874;Tønder;2011-03-01
15838;Tønder;2011-04-01
15978;Tønder;2011-05-01
15897;Tønder;2011-06-01
16392;Tønder;2011-07-01
15888;Tønder;2011-08-01
15888;Tønder;2011-09-01
14311;Tønder;2011-10-01
13811;Tønder;2011-11-01
13718;Tønder;2011-12-01
13437;Tønder;2012-01-01
13261;Tønder;2012-02-01
11481;Tønder;2012-03-01
11105;Tønder;2012-04-01
7870;Tønder;2012-05-01
8041;Tønder;2012-06-01
7961;Tønder;2012-07-01
8096;Tønder;2012-08-01
8077;Tønder;2012-09-01
7988;Tønder;2012-10-01
8612;Tønder;2012-11-01
8536;Tønder;2012-12-01
11468;Tønder;2013-01-01
10872;Tønder;2013-02-01
11074;Tønder;2013-03-01
10851;Tønder;2013-04-01
11412;Tønder;2013-05-01
12034;Tønder;2013-06-01
9442;Tønder;2013-07-01
9034;Tønder;2013-08-01
8564;Tønder;2013-09-01
8260;Tønder;2013-10-01
8554;Tønder;2013-11-01
8187;Tønder;2013-12-01
7977;Tønder;2014-01-01
7896;Tønder;2014-02-01
7981;Tønder;2014-03-01
9189;Tønder;2014-04-01
7683;Tønder;2014-05-01
7595;Tønder;2014-06-01
7363;Tønder;2014-07-01
6515;Tønder;2014-08-01
6594;Tønder;2014-09-01
7523;Tønder;2014-10-01
7396;Tønder;2014-11-01
6695;Tønder;2014-12-01
6474;Tønder;2015-01-01
6383;Tønder;2015-02-01
6299;Tønder;2015-03-01
6728;Tønder;2015-04-01
7021;Tønder;2015-05-01
7128;Tønder;2015-06-01
6926;Tønder;2015-07-01
6926;Tønder;2015-08-01
6616;Tønder;2015-09-01
8865;Tønder;2015-10-01
8865;Tønder;2015-11-01
9966;Tønder;2015-12-01
10193;Tønder;2016-01-01
10098;Tønder;2016-02-01
11395;Tønder;2016-03-01
11967;Tønder;2016-04-01
12399;Tønder;2016-05-01
12623;Tønder;2016-06-01
12595;Tønder;2016-07-01
12468;Tønder;2016-08-01
12439;Tønder;2016-09-01
12425;Tønder;2016-10-01
12792;Tønder;2016-11-01
12738;Tønder;2016-12-01
12803;Tønder;2017-01-01
13017;Tønder;2017-02-01
12927;Tønder;2017-03-01
12942;Tønder;2017-04-01
12398;Tønder;2017-05-01
12785;Tønder;2017-06-01
12372;Tønder;2017-07-01
12372;Tønder;2017-08-01
12451;Tønder;2017-09-01
12531;Tønder;2017-10-01
12626;Tønder;2017-11-01
12741;Tønder;2017-12-01
9952;Varde;2004-01-01
9466;Varde;2004-02-01
9123;Varde;2004-03-01
9132;Varde;2004-04-01
9440;Varde;2004-05-01
9256;Varde;2004-06-01
9329;Varde;2004-07-01
9547;Varde;2004-08-01
9212;Varde;2004-09-01
8203;Varde;2004-10-01
7857;Varde;2004-11-01
9169;Varde;2004-12-01
9530;Varde;2005-01-01
9182;Varde;2005-02-01
8389;Varde;2005-03-01
9068;Varde;2005-04-01
9069;Varde;2005-05-01
11292;Varde;2005-06-01
11573;Varde;2005-07-01
12305;Varde;2005-08-01
12491;Varde;2005-09-01
12340;Varde;2005-10-01
14207;Varde;2005-11-01
16760;Varde;2005-12-01
14130;Varde;2006-01-01
12951;Varde;2006-02-01
11425;Varde;2006-03-01
11239;Varde;2006-04-01
11454;Varde;2006-05-01
11187;Varde;2006-06-01
12375;Varde;2006-07-01
13825;Varde;2006-08-01
13984;Varde;2006-09-01
14234;Varde;2006-10-01
17609;Varde;2006-11-01
17727;Varde;2006-12-01
18192;Varde;2007-01-01
17675;Varde;2007-02-01
17843;Varde;2007-03-01
17824;Varde;2007-04-01
17531;Varde;2007-05-01
18750;Varde;2007-06-01
18593;Varde;2007-07-01
19415;Varde;2007-08-01
17189;Varde;2007-09-01
17052;Varde;2007-10-01
16689;Varde;2007-11-01
16804;Varde;2007-12-01
16741;Varde;2008-01-01
17124;Varde;2008-02-01
17890;Varde;2008-03-01
16778;Varde;2008-04-01
15901;Varde;2008-05-01
14899;Varde;2008-06-01
14976;Varde;2008-07-01
14521;Varde;2008-08-01
14643;Varde;2008-09-01
12871;Varde;2008-10-01
12569;Varde;2008-11-01
12677;Varde;2008-12-01
16718;Varde;2009-01-01
16414;Varde;2009-02-01
16744;Varde;2009-03-01
16983;Varde;2009-04-01
16420;Varde;2009-05-01
16821;Varde;2009-06-01
16587;Varde;2009-07-01
16797;Varde;2009-08-01
16576;Varde;2009-09-01
16771;Varde;2009-10-01
16807;Varde;2009-11-01
17085;Varde;2009-12-01
16254;Varde;2010-01-01
16614;Varde;2010-02-01
16405;Varde;2010-03-01
13749;Varde;2010-04-01
13950;Varde;2010-05-01
13983;Varde;2010-06-01
14544;Varde;2010-07-01
14345;Varde;2010-08-01
15537;Varde;2010-09-01
17039;Varde;2010-10-01
17045;Varde;2010-11-01
17032;Varde;2010-12-01
16167;Varde;2011-01-01
16122;Varde;2011-02-01
15744;Varde;2011-03-01
15671;Varde;2011-04-01
15585;Varde;2011-05-01
15447;Varde;2011-06-01
15534;Varde;2011-07-01
15530;Varde;2011-08-01
13283;Varde;2011-09-01
13038;Varde;2011-10-01
13041;Varde;2011-11-01
13100;Varde;2011-12-01
13034;Varde;2012-01-01
12419;Varde;2012-02-01
12740;Varde;2012-03-01
12221;Varde;2012-04-01
12262;Varde;2012-05-01
11855;Varde;2012-06-01
11326;Varde;2012-07-01
11526;Varde;2012-08-01
11089;Varde;2012-09-01
11726;Varde;2012-10-01
12283;Varde;2012-11-01
11952;Varde;2012-12-01
12054;Varde;2013-01-01
11858;Varde;2013-02-01
12306;Varde;2013-03-01
12204;Varde;2013-04-01
11970;Varde;2013-05-01
11728;Varde;2013-06-01
11706;Varde;2013-07-01
11644;Varde;2013-08-01
11678;Varde;2013-09-01
11469;Varde;2013-10-01
11266;Varde;2013-11-01
11275;Varde;2013-12-01
10971;Varde;2014-01-01
11704;Varde;2014-02-01
11428;Varde;2014-03-01
11249;Varde;2014-04-01
10736;Varde;2014-05-01
10880;Varde;2014-06-01
10634;Varde;2014-07-01
10255;Varde;2014-08-01
10579;Varde;2014-09-01
9341;Varde;2014-10-01
9104;Varde;2014-11-01
8925;Varde;2014-12-01
8977;Varde;2015-01-01
9391;Varde;2015-02-01
9785;Varde;2015-03-01
9488;Varde;2015-04-01
9567;Varde;2015-05-01
10381;Varde;2015-06-01
10378;Varde;2015-07-01
10331;Varde;2015-08-01
10928;Varde;2015-09-01
10395;Varde;2015-10-01
10239;Varde;2015-11-01
10754;Varde;2015-12-01
10413;Varde;2016-01-01
9927;Varde;2016-02-01
10126;Varde;2016-03-01
10152;Varde;2016-04-01
9984;Varde;2016-05-01
15528;Varde;2016-06-01
15509;Varde;2016-07-01
15588;Varde;2016-08-01
16350;Varde;2016-09-01
16956;Varde;2016-10-01
17053;Varde;2016-11-01
16972;Varde;2016-12-01
16423;Varde;2017-01-01
16423;Varde;2017-02-01
15969;Varde;2017-03-01
16044;Varde;2017-04-01
15731;Varde;2017-05-01
15214;Varde;2017-06-01
15183;Varde;2017-07-01
13988;Varde;2017-08-01
13731;Varde;2017-09-01
13425;Varde;2017-10-01
11724;Varde;2017-11-01
11994;Varde;2017-12-01
8057;Vejen;2004-01-01
7650;Vejen;2004-02-01
7789;Vejen;2004-03-01
8055;Vejen;2004-04-01
8249;Vejen;2004-05-01
8359;Vejen;2004-06-01
8334;Vejen;2004-07-01
8602;Vejen;2004-08-01
8514;Vejen;2004-09-01
8242;Vejen;2004-10-01
8838;Vejen;2004-11-01
8896;Vejen;2004-12-01
8727;Vejen;2005-01-01
8768;Vejen;2005-02-01
8854;Vejen;2005-03-01
8879;Vejen;2005-04-01
8937;Vejen;2005-05-01
8539;Vejen;2005-06-01
8372;Vejen;2005-07-01
8596;Vejen;2005-08-01
7558;Vejen;2005-09-01
7696;Vejen;2005-10-01
7366;Vejen;2005-11-01
7429;Vejen;2005-12-01
7349;Vejen;2006-01-01
8037;Vejen;2006-02-01
7641;Vejen;2006-03-01
8208;Vejen;2006-04-01
9237;Vejen;2006-05-01
7083;Vejen;2006-06-01
11756;Vejen;2006-07-01
11932;Vejen;2006-08-01
11686;Vejen;2006-09-01
11575;Vejen;2006-10-01
14614;Vejen;2006-11-01
14584;Vejen;2006-12-01
14406;Vejen;2007-01-01
14215;Vejen;2007-02-01
14321;Vejen;2007-03-01
14260;Vejen;2007-04-01
14264;Vejen;2007-05-01
13917;Vejen;2007-06-01
15226;Vejen;2007-07-01
13452;Vejen;2007-08-01
14154;Vejen;2007-09-01
14551;Vejen;2007-10-01
15158;Vejen;2007-11-01
15826;Vejen;2007-12-01
15588;Vejen;2008-01-01
13909;Vejen;2008-02-01
14328;Vejen;2008-03-01
13796;Vejen;2008-04-01
12962;Vejen;2008-05-01
14064;Vejen;2008-06-01
14037;Vejen;2008-07-01
14037;Vejen;2008-08-01
12982;Vejen;2008-09-01
13516;Vejen;2008-10-01
14256;Vejen;2008-11-01
14299;Vejen;2008-12-01
14248;Vejen;2009-01-01
14788;Vejen;2009-02-01
14058;Vejen;2009-03-01
14056;Vejen;2009-04-01
13598;Vejen;2009-05-01
12734;Vejen;2009-06-01
12870;Vejen;2009-07-01
13365;Vejen;2009-08-01
13857;Vejen;2009-09-01
14051;Vejen;2009-10-01
13859;Vejen;2009-11-01
13791;Vejen;2009-12-01
13720;Vejen;2010-01-01
14768;Vejen;2010-02-01
14935;Vejen;2010-03-01
15142;Vejen;2010-04-01
14664;Vejen;2010-05-01
14458;Vejen;2010-06-01
14137;Vejen;2010-07-01
14271;Vejen;2010-08-01
14370;Vejen;2010-09-01
14692;Vejen;2010-10-01
13798;Vejen;2010-11-01
13214;Vejen;2010-12-01
13187;Vejen;2011-01-01
12873;Vejen;2011-02-01
12640;Vejen;2011-03-01
12619;Vejen;2011-04-01
12576;Vejen;2011-05-01
11610;Vejen;2011-06-01
11761;Vejen;2011-07-01
12594;Vejen;2011-08-01
12292;Vejen;2011-09-01
11972;Vejen;2011-10-01
11913;Vejen;2011-11-01
11882;Vejen;2011-12-01
11785;Vejen;2012-01-01
11492;Vejen;2012-02-01
11446;Vejen;2012-03-01
11375;Vejen;2012-04-01
11322;Vejen;2012-05-01
11256;Vejen;2012-06-01
11580;Vejen;2012-07-01
11203;Vejen;2012-08-01
10755;Vejen;2012-09-01
10828;Vejen;2012-10-01
11202;Vejen;2012-11-01
11177;Vejen;2012-12-01
10460;Vejen;2013-01-01
11176;Vejen;2013-02-01
10966;Vejen;2013-03-01
11943;Vejen;2013-04-01
12238;Vejen;2013-05-01
11913;Vejen;2013-06-01
11888;Vejen;2013-07-01
7834;Vejen;2013-08-01
7783;Vejen;2013-09-01
7772;Vejen;2013-10-01
7684;Vejen;2013-11-01
9327;Vejen;2013-12-01
9932;Vejen;2014-01-01
10403;Vejen;2014-02-01
8961;Vejen;2014-03-01
8928;Vejen;2014-04-01
8809;Vejen;2014-05-01
8058;Vejen;2014-06-01
8244;Vejen;2014-07-01
8205;Vejen;2014-08-01
8773;Vejen;2014-09-01
8720;Vejen;2014-10-01
8580;Vejen;2014-11-01
9526;Vejen;2014-12-01
9729;Vejen;2015-01-01
9703;Vejen;2015-02-01
10097;Vejen;2015-03-01
10097;Vejen;2015-04-01
10097;Vejen;2015-05-01
10083;Vejen;2015-06-01
9675;Vejen;2015-07-01
9699;Vejen;2015-08-01
10005;Vejen;2015-09-01
9307;Vejen;2015-10-01
9589;Vejen;2015-11-01
9589;Vejen;2015-12-01
8932;Vejen;2016-01-01
8708;Vejen;2016-02-01
9485;Vejen;2016-03-01
10793;Vejen;2016-04-01
9361;Vejen;2016-05-01
9717;Vejen;2016-06-01
9820;Vejen;2016-07-01
9311;Vejen;2016-08-01
10000;Vejen;2016-09-01
9684;Vejen;2016-10-01
20543;Vejen;2016-11-01
20397;Vejen;2016-12-01
20664;Vejen;2017-01-01
20002;Vejen;2017-02-01
19734;Vejen;2017-03-01
19338;Vejen;2017-04-01
19264;Vejen;2017-05-01
19524;Vejen;2017-06-01
19605;Vejen;2017-07-01
20186;Vejen;2017-08-01
20240;Vejen;2017-09-01
20092;Vejen;2017-10-01
20280;Vejen;2017-11-01
20583;Vejen;2017-12-01
11896;Vejle;2004-01-01
12004;Vejle;2004-02-01
11883;Vejle;2004-03-01
11970;Vejle;2004-04-01
13814;Vejle;2004-05-01
14524;Vejle;2004-06-01
15059;Vejle;2004-07-01
15244;Vejle;2004-08-01
15375;Vejle;2004-09-01
18364;Vejle;2004-10-01
18299;Vejle;2004-11-01
18220;Vejle;2004-12-01
18419;Vejle;2005-01-01
18565;Vejle;2005-02-01
18392;Vejle;2005-03-01
18258;Vejle;2005-04-01
18630;Vejle;2005-05-01
18452;Vejle;2005-06-01
19074;Vejle;2005-07-01
19233;Vejle;2005-08-01
19188;Vejle;2005-09-01
18940;Vejle;2005-10-01
18643;Vejle;2005-11-01
18791;Vejle;2005-12-01
19269;Vejle;2006-01-01
19888;Vejle;2006-02-01
19652;Vejle;2006-03-01
20239;Vejle;2006-04-01
20512;Vejle;2006-05-01
20370;Vejle;2006-06-01
20835;Vejle;2006-07-01
20524;Vejle;2006-08-01
20433;Vejle;2006-09-01
19266;Vejle;2006-10-01
20382;Vejle;2006-11-01
20963;Vejle;2006-12-01
21449;Vejle;2007-01-01
21211;Vejle;2007-02-01
21380;Vejle;2007-03-01
22003;Vejle;2007-04-01
22016;Vejle;2007-05-01
20990;Vejle;2007-06-01
21023;Vejle;2007-07-01
21115;Vejle;2007-08-01
21651;Vejle;2007-09-01
21125;Vejle;2007-10-01
21016;Vejle;2007-11-01
21223;Vejle;2007-12-01
21108;Vejle;2008-01-01
21081;Vejle;2008-02-01
20781;Vejle;2008-03-01
20818;Vejle;2008-04-01
20670;Vejle;2008-05-01
20625;Vejle;2008-06-01
20462;Vejle;2008-07-01
20385;Vejle;2008-08-01
20052;Vejle;2008-09-01
20397;Vejle;2008-10-01
21186;Vejle;2008-11-01
21508;Vejle;2008-12-01
21662;Vejle;2009-01-01
19320;Vejle;2009-02-01
22259;Vejle;2009-03-01
22318;Vejle;2009-04-01
22111;Vejle;2009-05-01
21564;Vejle;2009-06-01
21348;Vejle;2009-07-01
21209;Vejle;2009-08-01
21306;Vejle;2009-09-01
20866;Vejle;2009-10-01
20964;Vejle;2009-11-01
20890;Vejle;2009-12-01
21528;Vejle;2010-01-01
20659;Vejle;2010-02-01
20835;Vejle;2010-03-01
20856;Vejle;2010-04-01
20526;Vejle;2010-05-01
20262;Vejle;2010-06-01
20217;Vejle;2010-07-01
20366;Vejle;2010-08-01
20177;Vejle;2010-09-01
20050;Vejle;2010-10-01
20242;Vejle;2010-11-01
19973;Vejle;2010-12-01
19393;Vejle;2011-01-01
19281;Vejle;2011-02-01
17132;Vejle;2011-03-01
18536;Vejle;2011-04-01
18387;Vejle;2011-05-01
17864;Vejle;2011-06-01
18572;Vejle;2011-07-01
18809;Vejle;2011-08-01
18400;Vejle;2011-09-01
18341;Vejle;2011-10-01
18467;Vejle;2011-11-01
18713;Vejle;2011-12-01
18751;Vejle;2012-01-01
18677;Vejle;2012-02-01
19200;Vejle;2012-03-01
19155;Vejle;2012-04-01
19007;Vejle;2012-05-01
19267;Vejle;2012-06-01
19048;Vejle;2012-07-01
19413;Vejle;2012-08-01
19464;Vejle;2012-09-01
18940;Vejle;2012-10-01
18977;Vejle;2012-11-01
18766;Vejle;2012-12-01
19972;Vejle;2013-01-01
19674;Vejle;2013-02-01
19648;Vejle;2013-03-01
19387;Vejle;2013-04-01
19214;Vejle;2013-05-01
17945;Vejle;2013-06-01
17875;Vejle;2013-07-01
17719;Vejle;2013-08-01
17414;Vejle;2013-09-01
17017;Vejle;2013-10-01
17150;Vejle;2013-11-01
17088;Vejle;2013-12-01
17072;Vejle;2014-01-01
16837;Vejle;2014-02-01
16986;Vejle;2014-03-01
16700;Vejle;2014-04-01
16656;Vejle;2014-05-01
16499;Vejle;2014-06-01
15890;Vejle;2014-07-01
15922;Vejle;2014-08-01
15929;Vejle;2014-09-01
16078;Vejle;2014-10-01
16120;Vejle;2014-11-01
16135;Vejle;2014-12-01
15542;Vejle;2015-01-01
16164;Vejle;2015-02-01
17083;Vejle;2015-03-01
17491;Vejle;2015-04-01
17331;Vejle;2015-05-01
17583;Vejle;2015-06-01
17889;Vejle;2015-07-01
18356;Vejle;2015-08-01
18219;Vejle;2015-09-01
17526;Vejle;2015-10-01
21304;Vejle;2015-11-01
21179;Vejle;2015-12-01
21592;Vejle;2016-01-01
22110;Vejle;2016-02-01
21963;Vejle;2016-03-01
21679;Vejle;2016-04-01
21901;Vejle;2016-05-01
22248;Vejle;2016-06-01
21801;Vejle;2016-07-01
22101;Vejle;2016-08-01
22246;Vejle;2016-09-01
22116;Vejle;2016-10-01
21726;Vejle;2016-11-01
21846;Vejle;2016-12-01
22006;Vejle;2017-01-01
21977;Vejle;2017-02-01
22605;Vejle;2017-03-01
22512;Vejle;2017-04-01
22415;Vejle;2017-05-01
22837;Vejle;2017-06-01
22545;Vejle;2017-07-01
23204;Vejle;2017-08-01
23069;Vejle;2017-09-01
22658;Vejle;2017-10-01
21941;Vejle;2017-11-01
22450;Vejle;2017-12-01
15524;Aabenraa;2004-01-01
15311;Aabenraa;2004-02-01
14951;Aabenraa;2004-03-01
12105;Aabenraa;2004-04-01
12098;Aabenraa;2004-05-01
12318;Aabenraa;2004-06-01
12389;Aabenraa;2004-07-01
12777;Aabenraa;2004-08-01
12396;Aabenraa;2004-09-01
11611;Aabenraa;2004-10-01
11955;Aabenraa;2004-11-01
11980;Aabenraa;2004-12-01
11980;Aabenraa;2005-01-01
11922;Aabenraa;2005-02-01
11947;Aabenraa;2005-03-01
11584;Aabenraa;2005-04-01
11853;Aabenraa;2005-05-01
11266;Aabenraa;2005-06-01
12225;Aabenraa;2005-07-01
13899;Aabenraa;2005-08-01
12844;Aabenraa;2005-09-01
12560;Aabenraa;2005-10-01
12026;Aabenraa;2005-11-01
12298;Aabenraa;2005-12-01
12300;Aabenraa;2006-01-01
12220;Aabenraa;2006-02-01
11065;Aabenraa;2006-03-01
11020;Aabenraa;2006-04-01
11243;Aabenraa;2006-05-01
11063;Aabenraa;2006-06-01
11098;Aabenraa;2006-07-01
11222;Aabenraa;2006-08-01
11490;Aabenraa;2006-09-01
11065;Aabenraa;2006-10-01
10798;Aabenraa;2006-11-01
10865;Aabenraa;2006-12-01
10546;Aabenraa;2007-01-01
10565;Aabenraa;2007-02-01
10742;Aabenraa;2007-03-01
11756;Aabenraa;2007-04-01
11614;Aabenraa;2007-05-01
12054;Aabenraa;2007-06-01
12245;Aabenraa;2007-07-01
14910;Aabenraa;2007-08-01
14917;Aabenraa;2007-09-01
14105;Aabenraa;2007-10-01
13394;Aabenraa;2007-11-01
14084;Aabenraa;2007-12-01
13481;Aabenraa;2008-01-01
13539;Aabenraa;2008-02-01
13323;Aabenraa;2008-03-01
13544;Aabenraa;2008-04-01
13759;Aabenraa;2008-05-01
12435;Aabenraa;2008-06-01
12979;Aabenraa;2008-07-01
12735;Aabenraa;2008-08-01
12876;Aabenraa;2008-09-01
18772;Aabenraa;2008-10-01
18065;Aabenraa;2008-11-01
17665;Aabenraa;2008-12-01
17694;Aabenraa;2009-01-01
18073;Aabenraa;2009-02-01
17910;Aabenraa;2009-03-01
17681;Aabenraa;2009-04-01
18368;Aabenraa;2009-05-01
17989;Aabenraa;2009-06-01
12591;Aabenraa;2009-07-01
12492;Aabenraa;2009-08-01
12462;Aabenraa;2009-09-01
12721;Aabenraa;2009-10-01
12644;Aabenraa;2009-11-01
12231;Aabenraa;2009-12-01
12681;Aabenraa;2010-01-01
12684;Aabenraa;2010-02-01
12552;Aabenraa;2010-03-01
13263;Aabenraa;2010-04-01
14495;Aabenraa;2010-05-01
14642;Aabenraa;2010-06-01
14443;Aabenraa;2010-07-01
15043;Aabenraa;2010-08-01
15136;Aabenraa;2010-09-01
14982;Aabenraa;2010-10-01
15896;Aabenraa;2010-11-01
15491;Aabenraa;2010-12-01
15612;Aabenraa;2011-01-01
15578;Aabenraa;2011-02-01
14264;Aabenraa;2011-03-01
15608;Aabenraa;2011-04-01
16691;Aabenraa;2011-05-01
16691;Aabenraa;2011-06-01
16849;Aabenraa;2011-07-01
15796;Aabenraa;2011-08-01
15674;Aabenraa;2011-09-01
15632;Aabenraa;2011-10-01
15015;Aabenraa;2011-11-01
17012;Aabenraa;2011-12-01
16913;Aabenraa;2012-01-01
16769;Aabenraa;2012-02-01
16349;Aabenraa;2012-03-01
14350;Aabenraa;2012-04-01
14748;Aabenraa;2012-05-01
13861;Aabenraa;2012-06-01
13674;Aabenraa;2012-07-01
12972;Aabenraa;2012-08-01
12800;Aabenraa;2012-09-01
12323;Aabenraa;2012-10-01
11898;Aabenraa;2012-11-01
12281;Aabenraa;2012-12-01
14269;Aabenraa;2013-01-01
13956;Aabenraa;2013-02-01
13844;Aabenraa;2013-03-01
14143;Aabenraa;2013-04-01
14886;Aabenraa;2013-05-01
13882;Aabenraa;2013-06-01
15067;Aabenraa;2013-07-01
14725;Aabenraa;2013-08-01
14718;Aabenraa;2013-09-01
15093;Aabenraa;2013-10-01
14448;Aabenraa;2013-11-01
14415;Aabenraa;2013-12-01
15076;Aabenraa;2014-01-01
14782;Aabenraa;2014-02-01
14067;Aabenraa;2014-03-01
14325;Aabenraa;2014-04-01
13350;Aabenraa;2014-05-01
13448;Aabenraa;2014-06-01
13523;Aabenraa;2014-07-01
13471;Aabenraa;2014-08-01
13353;Aabenraa;2014-09-01
13581;Aabenraa;2014-10-01
13262;Aabenraa;2014-11-01
12545;Aabenraa;2014-12-01
11981;Aabenraa;2015-01-01
11405;Aabenraa;2015-02-01
11182;Aabenraa;2015-03-01
12279;Aabenraa;2015-04-01
12759;Aabenraa;2015-05-01
12790;Aabenraa;2015-06-01
12482;Aabenraa;2015-07-01
13145;Aabenraa;2015-08-01
12761;Aabenraa;2015-09-01
13075;Aabenraa;2015-10-01
13316;Aabenraa;2015-11-01
14364;Aabenraa;2015-12-01
13993;Aabenraa;2016-01-01
13183;Aabenraa;2016-02-01
12454;Aabenraa;2016-03-01
12217;Aabenraa;2016-04-01
12968;Aabenraa;2016-05-01
13192;Aabenraa;2016-06-01
12573;Aabenraa;2016-07-01
11960;Aabenraa;2016-08-01
12383;Aabenraa;2016-09-01
12530;Aabenraa;2016-10-01
12702;Aabenraa;2016-11-01
12223;Aabenraa;2016-12-01
12106;Aabenraa;2017-01-01
10903;Aabenraa;2017-02-01
12956;Aabenraa;2017-03-01
13354;Aabenraa;2017-04-01
13666;Aabenraa;2017-05-01
13931;Aabenraa;2017-06-01
13959;Aabenraa;2017-07-01
14685;Aabenraa;2017-08-01
14269;Aabenraa;2017-09-01
14435;Aabenraa;2017-10-01
14670;Aabenraa;2017-11-01
14236;Aabenraa;2017-12-01
12916;Region Midtjylland;2004-01-01
12940;Region Midtjylland;2004-02-01
13056;Region Midtjylland;2004-03-01
13532;Region Midtjylland;2004-04-01
13728;Region Midtjylland;2004-05-01
14196;Region Midtjylland;2004-06-01
13848;Region Midtjylland;2004-07-01
13957;Region Midtjylland;2004-08-01
13917;Region Midtjylland;2004-09-01
14086;Region Midtjylland;2004-10-01
14571;Region Midtjylland;2004-11-01
14746;Region Midtjylland;2004-12-01
15017;Region Midtjylland;2005-01-01
15251;Region Midtjylland;2005-02-01
15657;Region Midtjylland;2005-03-01
15759;Region Midtjylland;2005-04-01
16347;Region Midtjylland;2005-05-01
17431;Region Midtjylland;2005-06-01
17715;Region Midtjylland;2005-07-01
18783;Region Midtjylland;2005-08-01
19768;Region Midtjylland;2005-09-01
20072;Region Midtjylland;2005-10-01
20695;Region Midtjylland;2005-11-01
21484;Region Midtjylland;2005-12-01
21729;Region Midtjylland;2006-01-01
22067;Region Midtjylland;2006-02-01
22073;Region Midtjylland;2006-03-01
22693;Region Midtjylland;2006-04-01
23189;Region Midtjylland;2006-05-01
23145;Region Midtjylland;2006-06-01
23207;Region Midtjylland;2006-07-01
23796;Region Midtjylland;2006-08-01
23438;Region Midtjylland;2006-09-01
23566;Region Midtjylland;2006-10-01
23542;Region Midtjylland;2006-11-01
23704;Region Midtjylland;2006-12-01
23607;Region Midtjylland;2007-01-01
23441;Region Midtjylland;2007-02-01
23247;Region Midtjylland;2007-03-01
23167;Region Midtjylland;2007-04-01
23133;Region Midtjylland;2007-05-01
23146;Region Midtjylland;2007-06-01
23120;Region Midtjylland;2007-07-01
23062;Region Midtjylland;2007-08-01
22856;Region Midtjylland;2007-09-01
23117;Region Midtjylland;2007-10-01
23022;Region Midtjylland;2007-11-01
22988;Region Midtjylland;2007-12-01
22259;Region Midtjylland;2008-01-01
22288;Region Midtjylland;2008-02-01
22552;Region Midtjylland;2008-03-01
22395;Region Midtjylland;2008-04-01
22195;Region Midtjylland;2008-05-01
22026;Region Midtjylland;2008-06-01
21864;Region Midtjylland;2008-07-01
22004;Region Midtjylland;2008-08-01
21792;Region Midtjylland;2008-09-01
21818;Region Midtjylland;2008-10-01
21662;Region Midtjylland;2008-11-01
21459;Region Midtjylland;2008-12-01
22872;Region Midtjylland;2009-01-01
22643;Region Midtjylland;2009-02-01
22630;Region Midtjylland;2009-03-01
22618;Region Midtjylland;2009-04-01
22422;Region Midtjylland;2009-05-01
22566;Region Midtjylland;2009-06-01
22574;Region Midtjylland;2009-07-01
22481;Region Midtjylland;2009-08-01
20814;Region Midtjylland;2009-09-01
20888;Region Midtjylland;2009-10-01
20926;Region Midtjylland;2009-11-01
21041;Region Midtjylland;2009-12-01
20942;Region Midtjylland;2010-01-01
21058;Region Midtjylland;2010-02-01
21035;Region Midtjylland;2010-03-01
20906;Region Midtjylland;2010-04-01
20935;Region Midtjylland;2010-05-01
21124;Region Midtjylland;2010-06-01
21018;Region Midtjylland;2010-07-01
21146;Region Midtjylland;2010-08-01
21187;Region Midtjylland;2010-09-01
21128;Region Midtjylland;2010-10-01
21034;Region Midtjylland;2010-11-01
20935;Region Midtjylland;2010-12-01
