Pris;Kommune;Dato
17774;Guldborgsund;2009-03-01
17507;Guldborgsund;2009-04-01
17278;Guldborgsund;2009-05-01
17237;Guldborgsund;2009-06-01
16834;Guldborgsund;2009-07-01
16780;Guldborgsund;2009-08-01
16792;Guldborgsund;2009-09-01
16782;Guldborgsund;2009-10-01
16821;Guldborgsund;2009-11-01
16914;Guldborgsund;2009-12-01
16841;Guldborgsund;2010-01-01
16717;Guldborgsund;2010-02-01
16772;Guldborgsund;2010-03-01
16406;Guldborgsund;2010-04-01
16418;Guldborgsund;2010-05-01
16165;Guldborgsund;2010-06-01
15974;Guldborgsund;2010-07-01
15949;Guldborgsund;2010-08-01
15906;Guldborgsund;2010-09-01
15576;Guldborgsund;2010-10-01
15507;Guldborgsund;2010-11-01
15439;Guldborgsund;2010-12-01
15198;Guldborgsund;2011-01-01
15301;Guldborgsund;2011-02-01
15112;Guldborgsund;2011-03-01
15093;Guldborgsund;2011-04-01
14964;Guldborgsund;2011-05-01
14880;Guldborgsund;2011-06-01
14563;Guldborgsund;2011-07-01
14444;Guldborgsund;2011-08-01
14497;Guldborgsund;2011-09-01
14354;Guldborgsund;2011-10-01
14275;Guldborgsund;2011-11-01
14175;Guldborgsund;2011-12-01
14196;Guldborgsund;2012-01-01
14284;Guldborgsund;2012-02-01
14018;Guldborgsund;2012-03-01
13841;Guldborgsund;2012-04-01
13956;Guldborgsund;2012-05-01
13822;Guldborgsund;2012-06-01
14043;Guldborgsund;2012-07-01
14046;Guldborgsund;2012-08-01
13829;Guldborgsund;2012-09-01
13795;Guldborgsund;2012-10-01
13657;Guldborgsund;2012-11-01
13411;Guldborgsund;2012-12-01
13367;Guldborgsund;2013-01-01
13335;Guldborgsund;2013-02-01
13265;Guldborgsund;2013-03-01
13300;Guldborgsund;2013-04-01
13208;Guldborgsund;2013-05-01
13193;Guldborgsund;2013-06-01
13154;Guldborgsund;2013-07-01
13170;Guldborgsund;2013-08-01
13178;Guldborgsund;2013-09-01
13105;Guldborgsund;2013-10-01
13074;Guldborgsund;2013-11-01
13114;Guldborgsund;2013-12-01
13075;Guldborgsund;2014-01-01
13029;Guldborgsund;2014-02-01
13003;Guldborgsund;2014-03-01
13074;Guldborgsund;2014-04-01
13113;Guldborgsund;2014-05-01
12931;Guldborgsund;2014-06-01
13078;Guldborgsund;2014-07-01
13209;Guldborgsund;2014-08-01
13162;Guldborgsund;2014-09-01
12958;Guldborgsund;2014-10-01
12890;Guldborgsund;2014-11-01
12781;Guldborgsund;2014-12-01
12803;Guldborgsund;2015-01-01
12772;Guldborgsund;2015-02-01
12865;Guldborgsund;2015-03-01
12840;Guldborgsund;2015-04-01
12640;Guldborgsund;2015-05-01
12780;Guldborgsund;2015-06-01
12643;Guldborgsund;2015-07-01
12774;Guldborgsund;2015-08-01
12688;Guldborgsund;2015-09-01
12751;Guldborgsund;2015-10-01
12888;Guldborgsund;2015-11-01
12718;Guldborgsund;2015-12-01
12861;Guldborgsund;2016-01-01
12946;Guldborgsund;2016-02-01
13116;Guldborgsund;2016-03-01
13016;Guldborgsund;2016-04-01
12927;Guldborgsund;2016-05-01
12868;Guldborgsund;2016-06-01
12632;Guldborgsund;2016-07-01
12855;Guldborgsund;2016-08-01
12940;Guldborgsund;2016-09-01
12806;Guldborgsund;2016-10-01
12788;Guldborgsund;2016-11-01
12876;Guldborgsund;2016-12-01
12690;Guldborgsund;2017-01-01
12841;Guldborgsund;2017-02-01
13034;Guldborgsund;2017-03-01
12985;Guldborgsund;2017-04-01
13073;Guldborgsund;2017-05-01
13036;Guldborgsund;2017-06-01
13222;Guldborgsund;2017-07-01
13402;Guldborgsund;2017-08-01
13434;Guldborgsund;2017-09-01
13414;Guldborgsund;2017-10-01
13422;Guldborgsund;2017-11-01
13558;Guldborgsund;2017-12-01
10756;Holbæk;2004-01-01
10982;Holbæk;2004-02-01
11245;Holbæk;2004-03-01
11365;Holbæk;2004-04-01
11915;Holbæk;2004-05-01
12111;Holbæk;2004-06-01
12142;Holbæk;2004-07-01
12062;Holbæk;2004-08-01
12980;Holbæk;2004-09-01
13621;Holbæk;2004-10-01
13247;Holbæk;2004-11-01
13178;Holbæk;2004-12-01
13328;Holbæk;2005-01-01
14005;Holbæk;2005-02-01
14246;Holbæk;2005-03-01
14462;Holbæk;2005-04-01
14715;Holbæk;2005-05-01
15381;Holbæk;2005-06-01
15729;Holbæk;2005-07-01
16418;Holbæk;2005-08-01
16897;Holbæk;2005-09-01
16969;Holbæk;2005-10-01
17944;Holbæk;2005-11-01
17949;Holbæk;2005-12-01
18063;Holbæk;2006-01-01
18149;Holbæk;2006-02-01
18261;Holbæk;2006-03-01
18896;Holbæk;2006-04-01
18698;Holbæk;2006-05-01
18810;Holbæk;2006-06-01
19583;Holbæk;2006-07-01
19144;Holbæk;2006-08-01
19611;Holbæk;2006-09-01
19179;Holbæk;2006-10-01
19491;Holbæk;2006-11-01
19451;Holbæk;2006-12-01
19715;Holbæk;2007-01-01
19590;Holbæk;2007-02-01
19406;Holbæk;2007-03-01
19485;Holbæk;2007-04-01
19917;Holbæk;2007-05-01
19419;Holbæk;2007-06-01
19205;Holbæk;2007-07-01
19171;Holbæk;2007-08-01
18962;Holbæk;2007-09-01
19483;Holbæk;2007-10-01
19424;Holbæk;2007-11-01
19636;Holbæk;2007-12-01
19482;Holbæk;2008-01-01
19938;Holbæk;2008-02-01
19646;Holbæk;2008-03-01
19591;Holbæk;2008-04-01
19583;Holbæk;2008-05-01
18830;Holbæk;2008-06-01
18544;Holbæk;2008-07-01
18085;Holbæk;2008-08-01
17733;Holbæk;2008-09-01
17730;Holbæk;2008-10-01
17274;Holbæk;2008-11-01
17248;Holbæk;2008-12-01
16632;Holbæk;2009-01-01
16617;Holbæk;2009-02-01
16586;Holbæk;2009-03-01
16618;Holbæk;2009-04-01
16169;Holbæk;2009-05-01
16038;Holbæk;2009-06-01
15983;Holbæk;2009-07-01
15814;Holbæk;2009-08-01
15886;Holbæk;2009-09-01
15499;Holbæk;2009-10-01
15724;Holbæk;2009-11-01
15503;Holbæk;2009-12-01
15637;Holbæk;2010-01-01
15818;Holbæk;2010-02-01
15411;Holbæk;2010-03-01
15425;Holbæk;2010-04-01
14992;Holbæk;2010-05-01
14708;Holbæk;2010-06-01
14726;Holbæk;2010-07-01
14766;Holbæk;2010-08-01
14609;Holbæk;2010-09-01
14663;Holbæk;2010-10-01
14784;Holbæk;2010-11-01
14479;Holbæk;2010-12-01
14423;Holbæk;2011-01-01
14445;Holbæk;2011-02-01
13965;Holbæk;2011-03-01
14392;Holbæk;2011-04-01
14705;Holbæk;2011-05-01
14232;Holbæk;2011-06-01
14430;Holbæk;2011-07-01
14307;Holbæk;2011-08-01
14281;Holbæk;2011-09-01
14263;Holbæk;2011-10-01
14155;Holbæk;2011-11-01
14184;Holbæk;2011-12-01
13904;Holbæk;2012-01-01
13593;Holbæk;2012-02-01
13817;Holbæk;2012-03-01
13662;Holbæk;2012-04-01
13620;Holbæk;2012-05-01
13366;Holbæk;2012-06-01
13078;Holbæk;2012-07-01
12923;Holbæk;2012-08-01
12766;Holbæk;2012-09-01
12461;Holbæk;2012-10-01
12724;Holbæk;2012-11-01
12727;Holbæk;2012-12-01
12612;Holbæk;2013-01-01
12718;Holbæk;2013-02-01
12593;Holbæk;2013-03-01
12410;Holbæk;2013-04-01
12559;Holbæk;2013-05-01
12968;Holbæk;2013-06-01
13209;Holbæk;2013-07-01
12956;Holbæk;2013-08-01
13256;Holbæk;2013-09-01
13436;Holbæk;2013-10-01
13546;Holbæk;2013-11-01
13510;Holbæk;2013-12-01
13559;Holbæk;2014-01-01
13746;Holbæk;2014-02-01
13214;Holbæk;2014-03-01
12507;Holbæk;2014-04-01
12450;Holbæk;2014-05-01
12440;Holbæk;2014-06-01
12639;Holbæk;2014-07-01
12531;Holbæk;2014-08-01
12246;Holbæk;2014-09-01
11973;Holbæk;2014-10-01
12099;Holbæk;2014-11-01
12126;Holbæk;2014-12-01
12045;Holbæk;2015-01-01
12094;Holbæk;2015-02-01
12231;Holbæk;2015-03-01
12043;Holbæk;2015-04-01
12040;Holbæk;2015-05-01
12089;Holbæk;2015-06-01
12468;Holbæk;2015-07-01
12685;Holbæk;2015-08-01
12676;Holbæk;2015-09-01
12655;Holbæk;2015-10-01
12358;Holbæk;2015-11-01
12160;Holbæk;2015-12-01
12124;Holbæk;2016-01-01
12024;Holbæk;2016-02-01
11823;Holbæk;2016-03-01
11564;Holbæk;2016-04-01
11392;Holbæk;2016-05-01
11354;Holbæk;2016-06-01
11506;Holbæk;2016-07-01
11575;Holbæk;2016-08-01
11441;Holbæk;2016-09-01
11579;Holbæk;2016-10-01
11423;Holbæk;2016-11-01
11639;Holbæk;2016-12-01
11387;Holbæk;2017-01-01
11373;Holbæk;2017-02-01
11444;Holbæk;2017-03-01
11498;Holbæk;2017-04-01
11264;Holbæk;2017-05-01
11481;Holbæk;2017-06-01
11606;Holbæk;2017-07-01
11631;Holbæk;2017-08-01
11884;Holbæk;2017-09-01
11779;Holbæk;2017-10-01
11887;Holbæk;2017-11-01
11955;Holbæk;2017-12-01
11639;Kalundborg;2004-01-01
11545;Kalundborg;2004-02-01
11967;Kalundborg;2004-03-01
11763;Kalundborg;2004-04-01
11912;Kalundborg;2004-05-01
12911;Kalundborg;2004-06-01
13275;Kalundborg;2004-07-01
13942;Kalundborg;2004-08-01
14206;Kalundborg;2004-09-01
14225;Kalundborg;2004-10-01
14345;Kalundborg;2004-11-01
14306;Kalundborg;2004-12-01
14788;Kalundborg;2005-01-01
14758;Kalundborg;2005-02-01
13887;Kalundborg;2005-03-01
15622;Kalundborg;2005-04-01
15565;Kalundborg;2005-05-01
16690;Kalundborg;2005-06-01
16372;Kalundborg;2005-07-01
16750;Kalundborg;2005-08-01
17902;Kalundborg;2005-09-01
17723;Kalundborg;2005-10-01
18110;Kalundborg;2005-11-01
18861;Kalundborg;2005-12-01
18721;Kalundborg;2006-01-01
18650;Kalundborg;2006-02-01
18630;Kalundborg;2006-03-01
19172;Kalundborg;2006-04-01
19075;Kalundborg;2006-05-01
18678;Kalundborg;2006-06-01
18432;Kalundborg;2006-07-01
18225;Kalundborg;2006-08-01
18362;Kalundborg;2006-09-01
18620;Kalundborg;2006-10-01
18507;Kalundborg;2006-11-01
18689;Kalundborg;2006-12-01
18742;Kalundborg;2007-01-01
19211;Kalundborg;2007-02-01
18648;Kalundborg;2007-03-01
19633;Kalundborg;2007-04-01
19903;Kalundborg;2007-05-01
19927;Kalundborg;2007-06-01
20455;Kalundborg;2007-07-01
20272;Kalundborg;2007-08-01
20121;Kalundborg;2007-09-01
19885;Kalundborg;2007-10-01
19634;Kalundborg;2007-11-01
19680;Kalundborg;2007-12-01
19959;Kalundborg;2008-01-01
19784;Kalundborg;2008-02-01
19639;Kalundborg;2008-03-01
19944;Kalundborg;2008-04-01
19941;Kalundborg;2008-05-01
19753;Kalundborg;2008-06-01
19550;Kalundborg;2008-07-01
19494;Kalundborg;2008-08-01
19612;Kalundborg;2008-09-01
19378;Kalundborg;2008-10-01
19649;Kalundborg;2008-11-01
19846;Kalundborg;2008-12-01
19647;Kalundborg;2009-01-01
19615;Kalundborg;2009-02-01
19703;Kalundborg;2009-03-01
19199;Kalundborg;2009-04-01
19129;Kalundborg;2009-05-01
18754;Kalundborg;2009-06-01
18360;Kalundborg;2009-07-01
18379;Kalundborg;2009-08-01
18275;Kalundborg;2009-09-01
18205;Kalundborg;2009-10-01
18244;Kalundborg;2009-11-01
18579;Kalundborg;2009-12-01
18613;Kalundborg;2010-01-01
17831;Kalundborg;2010-02-01
18237;Kalundborg;2010-03-01
18599;Kalundborg;2010-04-01
17407;Kalundborg;2010-05-01
17013;Kalundborg;2010-06-01
16824;Kalundborg;2010-07-01
16586;Kalundborg;2010-08-01
16446;Kalundborg;2010-09-01
16218;Kalundborg;2010-10-01
16137;Kalundborg;2010-11-01
15667;Kalundborg;2010-12-01
15757;Kalundborg;2011-01-01
15850;Kalundborg;2011-02-01
15762;Kalundborg;2011-03-01
15749;Kalundborg;2011-04-01
15779;Kalundborg;2011-05-01
15358;Kalundborg;2011-06-01
15377;Kalundborg;2011-07-01
15453;Kalundborg;2011-08-01
15177;Kalundborg;2011-09-01
15088;Kalundborg;2011-10-01
14934;Kalundborg;2011-11-01
14834;Kalundborg;2011-12-01
14717;Kalundborg;2012-01-01
14722;Kalundborg;2012-02-01
15029;Kalundborg;2012-03-01
14628;Kalundborg;2012-04-01
14416;Kalundborg;2012-05-01
14587;Kalundborg;2012-06-01
14636;Kalundborg;2012-07-01
14685;Kalundborg;2012-08-01
14718;Kalundborg;2012-09-01
14674;Kalundborg;2012-10-01
14653;Kalundborg;2012-11-01
14426;Kalundborg;2012-12-01
14358;Kalundborg;2013-01-01
14605;Kalundborg;2013-02-01
14688;Kalundborg;2013-03-01
14573;Kalundborg;2013-04-01
14741;Kalundborg;2013-05-01
14719;Kalundborg;2013-06-01
14701;Kalundborg;2013-07-01
14611;Kalundborg;2013-08-01
14258;Kalundborg;2013-09-01
14268;Kalundborg;2013-10-01
14266;Kalundborg;2013-11-01
14076;Kalundborg;2013-12-01
13783;Kalundborg;2014-01-01
13681;Kalundborg;2014-02-01
13709;Kalundborg;2014-03-01
13519;Kalundborg;2014-04-01
13559;Kalundborg;2014-05-01
13794;Kalundborg;2014-06-01
13493;Kalundborg;2014-07-01
13197;Kalundborg;2014-08-01
13108;Kalundborg;2014-09-01
13334;Kalundborg;2014-10-01
13321;Kalundborg;2014-11-01
13387;Kalundborg;2014-12-01
13188;Kalundborg;2015-01-01
13105;Kalundborg;2015-02-01
13416;Kalundborg;2015-03-01
13075;Kalundborg;2015-04-01
13098;Kalundborg;2015-05-01
13332;Kalundborg;2015-06-01
13299;Kalundborg;2015-07-01
13383;Kalundborg;2015-08-01
13298;Kalundborg;2015-09-01
13043;Kalundborg;2015-10-01
13117;Kalundborg;2015-11-01
12855;Kalundborg;2015-12-01
13077;Kalundborg;2016-01-01
13317;Kalundborg;2016-02-01
13302;Kalundborg;2016-03-01
13573;Kalundborg;2016-04-01
13394;Kalundborg;2016-05-01
13648;Kalundborg;2016-06-01
13589;Kalundborg;2016-07-01
13752;Kalundborg;2016-08-01
13552;Kalundborg;2016-09-01
13513;Kalundborg;2016-10-01
13278;Kalundborg;2016-11-01
13304;Kalundborg;2016-12-01
13556;Kalundborg;2017-01-01
13490;Kalundborg;2017-02-01
13719;Kalundborg;2017-03-01
13554;Kalundborg;2017-04-01
13854;Kalundborg;2017-05-01
13822;Kalundborg;2017-06-01
13987;Kalundborg;2017-07-01
13898;Kalundborg;2017-08-01
14039;Kalundborg;2017-09-01
13894;Kalundborg;2017-10-01
13736;Kalundborg;2017-11-01
14096;Kalundborg;2017-12-01
7893;Lolland;2004-01-01
8225;Lolland;2004-02-01
8494;Lolland;2004-03-01
8480;Lolland;2004-04-01
9210;Lolland;2004-05-01
8982;Lolland;2004-06-01
9363;Lolland;2004-07-01
9559;Lolland;2004-08-01
10483;Lolland;2004-09-01
10881;Lolland;2004-10-01
11504;Lolland;2004-11-01
12271;Lolland;2004-12-01
12338;Lolland;2005-01-01
12279;Lolland;2005-02-01
12359;Lolland;2005-03-01
12927;Lolland;2005-04-01
12722;Lolland;2005-05-01
13360;Lolland;2005-06-01
13445;Lolland;2005-07-01
14084;Lolland;2005-08-01
14349;Lolland;2005-09-01
14412;Lolland;2005-10-01
14385;Lolland;2005-11-01
14546;Lolland;2005-12-01
14220;Lolland;2006-01-01
14275;Lolland;2006-02-01
14090;Lolland;2006-03-01
14092;Lolland;2006-04-01
14509;Lolland;2006-05-01
13953;Lolland;2006-06-01
14484;Lolland;2006-07-01
15178;Lolland;2006-08-01
15113;Lolland;2006-09-01
15258;Lolland;2006-10-01
14979;Lolland;2006-11-01
15097;Lolland;2006-12-01
15243;Lolland;2007-01-01
15384;Lolland;2007-02-01
15266;Lolland;2007-03-01
15319;Lolland;2007-04-01
15228;Lolland;2007-05-01
15188;Lolland;2007-06-01
15251;Lolland;2007-07-01
15490;Lolland;2007-08-01
15433;Lolland;2007-09-01
15509;Lolland;2007-10-01
15445;Lolland;2007-11-01
15574;Lolland;2007-12-01
15330;Lolland;2008-01-01
15320;Lolland;2008-02-01
15417;Lolland;2008-03-01
15347;Lolland;2008-04-01
15185;Lolland;2008-05-01
14911;Lolland;2008-06-01
14983;Lolland;2008-07-01
14808;Lolland;2008-08-01
14947;Lolland;2008-09-01
15031;Lolland;2008-10-01
14735;Lolland;2008-11-01
14979;Lolland;2008-12-01
14791;Lolland;2009-01-01
14860;Lolland;2009-02-01
14329;Lolland;2009-03-01
14167;Lolland;2009-04-01
14223;Lolland;2009-05-01
14244;Lolland;2009-06-01
14205;Lolland;2009-07-01
13956;Lolland;2009-08-01
13810;Lolland;2009-09-01
13561;Lolland;2009-10-01
13207;Lolland;2009-11-01
13080;Lolland;2009-12-01
13097;Lolland;2010-01-01
13046;Lolland;2010-02-01
12799;Lolland;2010-03-01
12695;Lolland;2010-04-01
12711;Lolland;2010-05-01
12842;Lolland;2010-06-01
12614;Lolland;2010-07-01
12619;Lolland;2010-08-01
12782;Lolland;2010-09-01
12850;Lolland;2010-10-01
12866;Lolland;2010-11-01
12752;Lolland;2010-12-01
12886;Lolland;2011-01-01
12971;Lolland;2011-02-01
12719;Lolland;2011-03-01
12767;Lolland;2011-04-01
12530;Lolland;2011-05-01
12632;Lolland;2011-06-01
12380;Lolland;2011-07-01
12405;Lolland;2011-08-01
12364;Lolland;2011-09-01
12140;Lolland;2011-10-01
12060;Lolland;2011-11-01
12068;Lolland;2011-12-01
12036;Lolland;2012-01-01
11915;Lolland;2012-02-01
11837;Lolland;2012-03-01
11711;Lolland;2012-04-01
11537;Lolland;2012-05-01
11358;Lolland;2012-06-01
11315;Lolland;2012-07-01
11316;Lolland;2012-08-01
11345;Lolland;2012-09-01
11292;Lolland;2012-10-01
11166;Lolland;2012-11-01
11169;Lolland;2012-12-01
11032;Lolland;2013-01-01
10753;Lolland;2013-02-01
10337;Lolland;2013-03-01
10356;Lolland;2013-04-01
10160;Lolland;2013-05-01
10206;Lolland;2013-06-01
10281;Lolland;2013-07-01
10208;Lolland;2013-08-01
10178;Lolland;2013-09-01
10147;Lolland;2013-10-01
10180;Lolland;2013-11-01
10183;Lolland;2013-12-01
10413;Lolland;2014-01-01
10287;Lolland;2014-02-01
10157;Lolland;2014-03-01
9865;Lolland;2014-04-01
9904;Lolland;2014-05-01
9780;Lolland;2014-06-01
9883;Lolland;2014-07-01
9813;Lolland;2014-08-01
10020;Lolland;2014-09-01
9824;Lolland;2014-10-01
9820;Lolland;2014-11-01
10122;Lolland;2014-12-01
9979;Lolland;2015-01-01
9844;Lolland;2015-02-01
9986;Lolland;2015-03-01
10194;Lolland;2015-04-01
10157;Lolland;2015-05-01
9990;Lolland;2015-06-01
10190;Lolland;2015-07-01
10032;Lolland;2015-08-01
10021;Lolland;2015-09-01
9971;Lolland;2015-10-01
10032;Lolland;2015-11-01
10279;Lolland;2015-12-01
10318;Lolland;2016-01-01
10297;Lolland;2016-02-01
10396;Lolland;2016-03-01
10378;Lolland;2016-04-01
10301;Lolland;2016-05-01
10348;Lolland;2016-06-01
10434;Lolland;2016-07-01
10418;Lolland;2016-08-01
10304;Lolland;2016-09-01
10306;Lolland;2016-10-01
10304;Lolland;2016-11-01
10211;Lolland;2016-12-01
10369;Lolland;2017-01-01
10444;Lolland;2017-02-01
10483;Lolland;2017-03-01
10431;Lolland;2017-04-01
10303;Lolland;2017-05-01
10164;Lolland;2017-06-01
10286;Lolland;2017-07-01
10259;Lolland;2017-08-01
10439;Lolland;2017-09-01
10447;Lolland;2017-10-01
10471;Lolland;2017-11-01
10307;Lolland;2017-12-01
15644;Næstved;2004-01-01
15954;Næstved;2004-02-01
17062;Næstved;2004-03-01
18152;Næstved;2004-04-01
18405;Næstved;2004-05-01
18168;Næstved;2004-06-01
18059;Næstved;2004-07-01
17343;Næstved;2004-08-01
17813;Næstved;2004-09-01
17873;Næstved;2004-10-01
18149;Næstved;2004-11-01
17007;Næstved;2004-12-01
18217;Næstved;2005-01-01
17632;Næstved;2005-02-01
18602;Næstved;2005-03-01
16740;Næstved;2005-04-01
17728;Næstved;2005-05-01
18790;Næstved;2005-06-01
18704;Næstved;2005-07-01
19929;Næstved;2005-08-01
20067;Næstved;2005-09-01
19460;Næstved;2005-10-01
19687;Næstved;2005-11-01
20616;Næstved;2005-12-01
20233;Næstved;2006-01-01
20680;Næstved;2006-02-01
19680;Næstved;2006-03-01
20800;Næstved;2006-04-01
21186;Næstved;2006-05-01
20667;Næstved;2006-06-01
21519;Næstved;2006-07-01
21991;Næstved;2006-08-01
22645;Næstved;2006-09-01
22703;Næstved;2006-10-01
23006;Næstved;2006-11-01
22876;Næstved;2006-12-01
23006;Næstved;2007-01-01
22362;Næstved;2007-02-01
22915;Næstved;2007-03-01
23016;Næstved;2007-04-01
23705;Næstved;2007-05-01
22963;Næstved;2007-06-01
23148;Næstved;2007-07-01
23042;Næstved;2007-08-01
23064;Næstved;2007-09-01
23093;Næstved;2007-10-01
24028;Næstved;2007-11-01
24389;Næstved;2007-12-01
25206;Næstved;2008-01-01
26662;Næstved;2008-02-01
26189;Næstved;2008-03-01
26989;Næstved;2008-04-01
25810;Næstved;2008-05-01
25427;Næstved;2008-06-01
25499;Næstved;2008-07-01
25458;Næstved;2008-08-01
25488;Næstved;2008-09-01
25112;Næstved;2008-10-01
25419;Næstved;2008-11-01
25158;Næstved;2008-12-01
25136;Næstved;2009-01-01
25234;Næstved;2009-02-01
24929;Næstved;2009-03-01
24991;Næstved;2009-04-01
24521;Næstved;2009-05-01
24271;Næstved;2009-06-01
23805;Næstved;2009-07-01
24269;Næstved;2009-08-01
23867;Næstved;2009-09-01
23993;Næstved;2009-10-01
23689;Næstved;2009-11-01
24021;Næstved;2009-12-01
23434;Næstved;2010-01-01
23019;Næstved;2010-02-01
23458;Næstved;2010-03-01
22080;Næstved;2010-04-01
21975;Næstved;2010-05-01
21285;Næstved;2010-06-01
20676;Næstved;2010-07-01
21417;Næstved;2010-08-01
22235;Næstved;2010-09-01
21733;Næstved;2010-10-01
22006;Næstved;2010-11-01
22228;Næstved;2010-12-01
22412;Næstved;2011-01-01
21879;Næstved;2011-02-01
21333;Næstved;2011-03-01
21249;Næstved;2011-04-01
20905;Næstved;2011-05-01
20876;Næstved;2011-06-01
20637;Næstved;2011-07-01
20763;Næstved;2011-08-01
20636;Næstved;2011-09-01
20053;Næstved;2011-10-01
20204;Næstved;2011-11-01
20217;Næstved;2011-12-01
19818;Næstved;2012-01-01
20363;Næstved;2012-02-01
19431;Næstved;2012-03-01
19433;Næstved;2012-04-01
19520;Næstved;2012-05-01
18977;Næstved;2012-06-01
18683;Næstved;2012-07-01
19125;Næstved;2012-08-01
19108;Næstved;2012-09-01
18952;Næstved;2012-10-01
18750;Næstved;2012-11-01
18781;Næstved;2012-12-01
18961;Næstved;2013-01-01
19164;Næstved;2013-02-01
19092;Næstved;2013-03-01
19902;Næstved;2013-04-01
19564;Næstved;2013-05-01
19660;Næstved;2013-06-01
20189;Næstved;2013-07-01
20362;Næstved;2013-08-01
20056;Næstved;2013-09-01
19624;Næstved;2013-10-01
19685;Næstved;2013-11-01
19714;Næstved;2013-12-01
19748;Næstved;2014-01-01
19876;Næstved;2014-02-01
19923;Næstved;2014-03-01
20459;Næstved;2014-04-01
20897;Næstved;2014-05-01
20625;Næstved;2014-06-01
19842;Næstved;2014-07-01
20170;Næstved;2014-08-01
20549;Næstved;2014-09-01
20508;Næstved;2014-10-01
20181;Næstved;2014-11-01
20127;Næstved;2014-12-01
20066;Næstved;2015-01-01
20178;Næstved;2015-02-01
20661;Næstved;2015-03-01
20725;Næstved;2015-04-01
20305;Næstved;2015-05-01
20214;Næstved;2015-06-01
20041;Næstved;2015-07-01
19813;Næstved;2015-08-01
19933;Næstved;2015-09-01
20096;Næstved;2015-10-01
19763;Næstved;2015-11-01
19549;Næstved;2015-12-01
19809;Næstved;2016-01-01
19344;Næstved;2016-02-01
19081;Næstved;2016-03-01
18930;Næstved;2016-04-01
18667;Næstved;2016-05-01
18533;Næstved;2016-06-01
18563;Næstved;2016-07-01
18344;Næstved;2016-08-01
17968;Næstved;2016-09-01
17713;Næstved;2016-10-01
17817;Næstved;2016-11-01
17976;Næstved;2016-12-01
18132;Næstved;2017-01-01
17992;Næstved;2017-02-01
18677;Næstved;2017-03-01
19896;Næstved;2017-04-01
19908;Næstved;2017-05-01
20936;Næstved;2017-06-01
20141;Næstved;2017-07-01
18929;Næstved;2017-08-01
18268;Næstved;2017-09-01
18805;Næstved;2017-10-01
19345;Næstved;2017-11-01
19747;Næstved;2017-12-01
14471;Odsherred;2004-01-01
14301;Odsherred;2004-02-01
14560;Odsherred;2004-03-01
14453;Odsherred;2004-04-01
14870;Odsherred;2004-05-01
15066;Odsherred;2004-06-01
15170;Odsherred;2004-07-01
15593;Odsherred;2004-08-01
16024;Odsherred;2004-09-01
16153;Odsherred;2004-10-01
16690;Odsherred;2004-11-01
16893;Odsherred;2004-12-01
17092;Odsherred;2005-01-01
17027;Odsherred;2005-02-01
17010;Odsherred;2005-03-01
17632;Odsherred;2005-04-01
17536;Odsherred;2005-05-01
18294;Odsherred;2005-06-01
18810;Odsherred;2005-07-01
19108;Odsherred;2005-08-01
19339;Odsherred;2005-09-01
19002;Odsherred;2005-10-01
18939;Odsherred;2005-11-01
18848;Odsherred;2005-12-01
19258;Odsherred;2006-01-01
19219;Odsherred;2006-02-01
19101;Odsherred;2006-03-01
19757;Odsherred;2006-04-01
20033;Odsherred;2006-05-01
20354;Odsherred;2006-06-01
20335;Odsherred;2006-07-01
20366;Odsherred;2006-08-01
20747;Odsherred;2006-09-01
20780;Odsherred;2006-10-01
20667;Odsherred;2006-11-01
20773;Odsherred;2006-12-01
20938;Odsherred;2007-01-01
20956;Odsherred;2007-02-01
21074;Odsherred;2007-03-01
21266;Odsherred;2007-04-01
21357;Odsherred;2007-05-01
21533;Odsherred;2007-06-01
21649;Odsherred;2007-07-01
21435;Odsherred;2007-08-01
21651;Odsherred;2007-09-01
21395;Odsherred;2007-10-01
21813;Odsherred;2007-11-01
21183;Odsherred;2007-12-01
21014;Odsherred;2008-01-01
20991;Odsherred;2008-02-01
20663;Odsherred;2008-03-01
20853;Odsherred;2008-04-01
21156;Odsherred;2008-05-01
20900;Odsherred;2008-06-01
20636;Odsherred;2008-07-01
20736;Odsherred;2008-08-01
20532;Odsherred;2008-09-01
20194;Odsherred;2008-10-01
20125;Odsherred;2008-11-01
20183;Odsherred;2008-12-01
19979;Odsherred;2009-01-01
20151;Odsherred;2009-02-01
20002;Odsherred;2009-03-01
20038;Odsherred;2009-04-01
19817;Odsherred;2009-05-01
19574;Odsherred;2009-06-01
19666;Odsherred;2009-07-01
19408;Odsherred;2009-08-01
19253;Odsherred;2009-09-01
19453;Odsherred;2009-10-01
19169;Odsherred;2009-11-01
19014;Odsherred;2009-12-01
18992;Odsherred;2010-01-01
18634;Odsherred;2010-02-01
18693;Odsherred;2010-03-01
18831;Odsherred;2010-04-01
18743;Odsherred;2010-05-01
18727;Odsherred;2010-06-01
18475;Odsherred;2010-07-01
18495;Odsherred;2010-08-01
18492;Odsherred;2010-09-01
18273;Odsherred;2010-10-01
17717;Odsherred;2010-11-01
17901;Odsherred;2010-12-01
17657;Odsherred;2011-01-01
17387;Odsherred;2011-02-01
17416;Odsherred;2011-03-01
17732;Odsherred;2011-04-01
17686;Odsherred;2011-05-01
17555;Odsherred;2011-06-01
17332;Odsherred;2011-07-01
17241;Odsherred;2011-08-01
17200;Odsherred;2011-09-01
