Pris;Kommune;Dato;Boligtype
25337;Gribskov;2012-01-01;Fritidshus
25303;Gribskov;2012-02-01;Fritidshus
24864;Gribskov;2012-03-01;Fritidshus
25059;Gribskov;2012-04-01;Fritidshus
25359;Gribskov;2012-05-01;Fritidshus
25513;Gribskov;2012-06-01;Fritidshus
25713;Gribskov;2012-07-01;Fritidshus
25738;Gribskov;2012-08-01;Fritidshus
25899;Gribskov;2012-09-01;Fritidshus
25739;Gribskov;2012-10-01;Fritidshus
25739;Gribskov;2012-11-01;Fritidshus
25764;Gribskov;2012-12-01;Fritidshus
25848;Gribskov;2013-01-01;Fritidshus
25681;Gribskov;2013-02-01;Fritidshus
25475;Gribskov;2013-03-01;Fritidshus
25438;Gribskov;2013-04-01;Fritidshus
25408;Gribskov;2013-05-01;Fritidshus
25334;Gribskov;2013-06-01;Fritidshus
25429;Gribskov;2013-07-01;Fritidshus
25255;Gribskov;2013-08-01;Fritidshus
25112;Gribskov;2013-09-01;Fritidshus
24674;Gribskov;2013-10-01;Fritidshus
24374;Gribskov;2013-11-01;Fritidshus
23633;Gribskov;2013-12-01;Fritidshus
23454;Gribskov;2014-01-01;Fritidshus
23186;Gribskov;2014-02-01;Fritidshus
23252;Gribskov;2014-03-01;Fritidshus
23193;Gribskov;2014-04-01;Fritidshus
24284;Gribskov;2014-05-01;Fritidshus
24772;Gribskov;2014-06-01;Fritidshus
25121;Gribskov;2014-07-01;Fritidshus
24962;Gribskov;2014-08-01;Fritidshus
24918;Gribskov;2014-09-01;Fritidshus
24811;Gribskov;2014-10-01;Fritidshus
24541;Gribskov;2014-11-01;Fritidshus
24128;Gribskov;2014-12-01;Fritidshus
23925;Gribskov;2015-01-01;Fritidshus
23929;Gribskov;2015-02-01;Fritidshus
24414;Gribskov;2015-03-01;Fritidshus
24810;Gribskov;2015-04-01;Fritidshus
24729;Gribskov;2015-05-01;Fritidshus
25053;Gribskov;2015-06-01;Fritidshus
25807;Gribskov;2015-07-01;Fritidshus
25650;Gribskov;2015-08-01;Fritidshus
25038;Gribskov;2015-09-01;Fritidshus
25896;Gribskov;2015-10-01;Fritidshus
25452;Gribskov;2015-11-01;Fritidshus
24541;Gribskov;2015-12-01;Fritidshus
24477;Gribskov;2016-01-01;Fritidshus
25121;Gribskov;2016-02-01;Fritidshus
25977;Gribskov;2016-03-01;Fritidshus
26460;Gribskov;2016-04-01;Fritidshus
26895;Gribskov;2016-05-01;Fritidshus
26306;Gribskov;2016-06-01;Fritidshus
26630;Gribskov;2016-07-01;Fritidshus
26335;Gribskov;2016-08-01;Fritidshus
26537;Gribskov;2016-09-01;Fritidshus
26444;Gribskov;2016-10-01;Fritidshus
26701;Gribskov;2016-11-01;Fritidshus
26274;Gribskov;2016-12-01;Fritidshus
26041;Gribskov;2017-01-01;Fritidshus
25830;Gribskov;2017-02-01;Fritidshus
26292;Gribskov;2017-03-01;Fritidshus
27000;Gribskov;2017-04-01;Fritidshus
27093;Gribskov;2017-05-01;Fritidshus
28531;Gribskov;2017-06-01;Fritidshus
28520;Gribskov;2017-07-01;Fritidshus
28614;Gribskov;2017-08-01;Fritidshus
28413;Gribskov;2017-09-01;Fritidshus
29069;Gribskov;2017-10-01;Fritidshus
28341;Gribskov;2017-11-01;Fritidshus
28463;Gribskov;2017-12-01;Fritidshus
22566;Helsingør;2004-01-01;Fritidshus
22765;Helsingør;2004-02-01;Fritidshus
22242;Helsingør;2004-03-01;Fritidshus
22997;Helsingør;2004-04-01;Fritidshus
23995;Helsingør;2004-05-01;Fritidshus
25026;Helsingør;2004-06-01;Fritidshus
27032;Helsingør;2004-07-01;Fritidshus
27871;Helsingør;2004-08-01;Fritidshus
28749;Helsingør;2004-09-01;Fritidshus
28674;Helsingør;2004-10-01;Fritidshus
29401;Helsingør;2004-11-01;Fritidshus
30053;Helsingør;2004-12-01;Fritidshus
30128;Helsingør;2005-01-01;Fritidshus
30233;Helsingør;2005-02-01;Fritidshus
29567;Helsingør;2005-03-01;Fritidshus
31758;Helsingør;2005-04-01;Fritidshus
32508;Helsingør;2005-05-01;Fritidshus
35641;Helsingør;2005-06-01;Fritidshus
36235;Helsingør;2005-07-01;Fritidshus
38188;Helsingør;2005-08-01;Fritidshus
38761;Helsingør;2005-09-01;Fritidshus
38615;Helsingør;2005-10-01;Fritidshus
39307;Helsingør;2005-11-01;Fritidshus
37947;Helsingør;2005-12-01;Fritidshus
37031;Helsingør;2006-01-01;Fritidshus
38068;Helsingør;2006-02-01;Fritidshus
38976;Helsingør;2006-03-01;Fritidshus
38984;Helsingør;2006-04-01;Fritidshus
39197;Helsingør;2006-05-01;Fritidshus
39699;Helsingør;2006-06-01;Fritidshus
40808;Helsingør;2006-07-01;Fritidshus
40771;Helsingør;2006-08-01;Fritidshus
41638;Helsingør;2006-09-01;Fritidshus
41661;Helsingør;2006-10-01;Fritidshus
42796;Helsingør;2006-11-01;Fritidshus
42709;Helsingør;2006-12-01;Fritidshus
42598;Helsingør;2007-01-01;Fritidshus
42766;Helsingør;2007-02-01;Fritidshus
42919;Helsingør;2007-03-01;Fritidshus
41675;Helsingør;2007-04-01;Fritidshus
42130;Helsingør;2007-05-01;Fritidshus
42220;Helsingør;2007-06-01;Fritidshus
43061;Helsingør;2007-07-01;Fritidshus
42642;Helsingør;2007-08-01;Fritidshus
42078;Helsingør;2007-09-01;Fritidshus
40921;Helsingør;2007-10-01;Fritidshus
41685;Helsingør;2007-11-01;Fritidshus
42346;Helsingør;2007-12-01;Fritidshus
42464;Helsingør;2008-01-01;Fritidshus
42025;Helsingør;2008-02-01;Fritidshus
41914;Helsingør;2008-03-01;Fritidshus
43662;Helsingør;2008-04-01;Fritidshus
42793;Helsingør;2008-05-01;Fritidshus
42069;Helsingør;2008-06-01;Fritidshus
42183;Helsingør;2008-07-01;Fritidshus
41770;Helsingør;2008-08-01;Fritidshus
41357;Helsingør;2008-09-01;Fritidshus
41822;Helsingør;2008-10-01;Fritidshus
42147;Helsingør;2008-11-01;Fritidshus
42445;Helsingør;2008-12-01;Fritidshus
42185;Helsingør;2009-01-01;Fritidshus
43152;Helsingør;2009-02-01;Fritidshus
41756;Helsingør;2009-03-01;Fritidshus
40555;Helsingør;2009-04-01;Fritidshus
40962;Helsingør;2009-05-01;Fritidshus
40827;Helsingør;2009-06-01;Fritidshus
41420;Helsingør;2009-07-01;Fritidshus
41858;Helsingør;2009-08-01;Fritidshus
41463;Helsingør;2009-09-01;Fritidshus
41433;Helsingør;2009-10-01;Fritidshus
41584;Helsingør;2009-11-01;Fritidshus
41167;Helsingør;2009-12-01;Fritidshus
39817;Helsingør;2010-01-01;Fritidshus
40569;Helsingør;2010-02-01;Fritidshus
42389;Helsingør;2010-03-01;Fritidshus
41538;Helsingør;2010-04-01;Fritidshus
41184;Helsingør;2010-05-01;Fritidshus
39327;Helsingør;2010-06-01;Fritidshus
39756;Helsingør;2010-07-01;Fritidshus
39401;Helsingør;2010-08-01;Fritidshus
36342;Helsingør;2010-09-01;Fritidshus
36727;Helsingør;2010-10-01;Fritidshus
36878;Helsingør;2010-11-01;Fritidshus
38335;Helsingør;2010-12-01;Fritidshus
38274;Helsingør;2011-01-01;Fritidshus
37060;Helsingør;2011-02-01;Fritidshus
35293;Helsingør;2011-03-01;Fritidshus
36689;Helsingør;2011-04-01;Fritidshus
37341;Helsingør;2011-05-01;Fritidshus
36089;Helsingør;2011-06-01;Fritidshus
35407;Helsingør;2011-07-01;Fritidshus
35886;Helsingør;2011-08-01;Fritidshus
36856;Helsingør;2011-09-01;Fritidshus
36617;Helsingør;2011-10-01;Fritidshus
36225;Helsingør;2011-11-01;Fritidshus
38422;Helsingør;2011-12-01;Fritidshus
38101;Helsingør;2012-01-01;Fritidshus
37524;Helsingør;2012-02-01;Fritidshus
37478;Helsingør;2012-03-01;Fritidshus
37042;Helsingør;2012-04-01;Fritidshus
35375;Helsingør;2012-05-01;Fritidshus
36074;Helsingør;2012-06-01;Fritidshus
36296;Helsingør;2012-07-01;Fritidshus
36649;Helsingør;2012-08-01;Fritidshus
37259;Helsingør;2012-09-01;Fritidshus
37233;Helsingør;2012-10-01;Fritidshus
37920;Helsingør;2012-11-01;Fritidshus
37241;Helsingør;2012-12-01;Fritidshus
38298;Helsingør;2013-01-01;Fritidshus
37609;Helsingør;2013-02-01;Fritidshus
36587;Helsingør;2013-03-01;Fritidshus
37332;Helsingør;2013-04-01;Fritidshus
36766;Helsingør;2013-05-01;Fritidshus
36922;Helsingør;2013-06-01;Fritidshus
36642;Helsingør;2013-07-01;Fritidshus
36179;Helsingør;2013-08-01;Fritidshus
36356;Helsingør;2013-09-01;Fritidshus
36920;Helsingør;2013-10-01;Fritidshus
37165;Helsingør;2013-11-01;Fritidshus
39763;Helsingør;2013-12-01;Fritidshus
39720;Helsingør;2014-01-01;Fritidshus
39607;Helsingør;2014-02-01;Fritidshus
39080;Helsingør;2014-03-01;Fritidshus
39013;Helsingør;2014-04-01;Fritidshus
38670;Helsingør;2014-05-01;Fritidshus
38680;Helsingør;2014-06-01;Fritidshus
37897;Helsingør;2014-07-01;Fritidshus
38248;Helsingør;2014-08-01;Fritidshus
36194;Helsingør;2014-09-01;Fritidshus
36161;Helsingør;2014-10-01;Fritidshus
37627;Helsingør;2014-11-01;Fritidshus
38768;Helsingør;2014-12-01;Fritidshus
39576;Helsingør;2015-01-01;Fritidshus
39716;Helsingør;2015-02-01;Fritidshus
41808;Helsingør;2015-03-01;Fritidshus
42282;Helsingør;2015-04-01;Fritidshus
42359;Helsingør;2015-05-01;Fritidshus
39760;Helsingør;2015-06-01;Fritidshus
39858;Helsingør;2015-07-01;Fritidshus
40117;Helsingør;2015-08-01;Fritidshus
37810;Helsingør;2015-09-01;Fritidshus
40858;Helsingør;2015-10-01;Fritidshus
40185;Helsingør;2015-11-01;Fritidshus
41634;Helsingør;2015-12-01;Fritidshus
42102;Helsingør;2016-01-01;Fritidshus
40605;Helsingør;2016-02-01;Fritidshus
39392;Helsingør;2016-03-01;Fritidshus
39459;Helsingør;2016-04-01;Fritidshus
39337;Helsingør;2016-05-01;Fritidshus
38191;Helsingør;2016-06-01;Fritidshus
39873;Helsingør;2016-07-01;Fritidshus
40371;Helsingør;2016-08-01;Fritidshus
40471;Helsingør;2016-09-01;Fritidshus
40602;Helsingør;2016-10-01;Fritidshus
40556;Helsingør;2016-11-01;Fritidshus
40472;Helsingør;2016-12-01;Fritidshus
40326;Helsingør;2017-01-01;Fritidshus
39446;Helsingør;2017-02-01;Fritidshus
38971;Helsingør;2017-03-01;Fritidshus
39502;Helsingør;2017-04-01;Fritidshus
39455;Helsingør;2017-05-01;Fritidshus
40078;Helsingør;2017-06-01;Fritidshus
41863;Helsingør;2017-07-01;Fritidshus
41154;Helsingør;2017-08-01;Fritidshus
40749;Helsingør;2017-09-01;Fritidshus
40490;Helsingør;2017-10-01;Fritidshus
41915;Helsingør;2017-11-01;Fritidshus
43871;Helsingør;2017-12-01;Fritidshus
23459;Hillerød;2004-01-01;Fritidshus
26379;Hillerød;2004-02-01;Fritidshus
15201;Hillerød;2004-03-01;Fritidshus
28807;Hillerød;2004-04-01;Fritidshus
15263;Hillerød;2004-05-01;Fritidshus
16234;Hillerød;2004-06-01;Fritidshus
19197;Hillerød;2004-07-01;Fritidshus
17424;Hillerød;2004-08-01;Fritidshus
15793;Hillerød;2004-09-01;Fritidshus
15819;Hillerød;2004-10-01;Fritidshus
22678;Hillerød;2004-11-01;Fritidshus
21845;Hillerød;2004-12-01;Fritidshus
21521;Hillerød;2005-01-01;Fritidshus
21794;Hillerød;2005-02-01;Fritidshus
21868;Hillerød;2005-03-01;Fritidshus
21380;Hillerød;2005-04-01;Fritidshus
21587;Hillerød;2005-05-01;Fritidshus
18846;Hillerød;2005-06-01;Fritidshus
16111;Hillerød;2005-07-01;Fritidshus
18640;Hillerød;2005-08-01;Fritidshus
24360;Hillerød;2005-09-01;Fritidshus
46450;Hillerød;2005-10-01;Fritidshus
28600;Hillerød;2005-11-01;Fritidshus
26667;Hillerød;2005-12-01;Fritidshus
23239;Hillerød;2006-01-01;Fritidshus
23239;Hillerød;2006-02-01;Fritidshus
22016;Hillerød;2006-03-01;Fritidshus
20710;Hillerød;2006-04-01;Fritidshus
24966;Hillerød;2006-05-01;Fritidshus
31233;Hillerød;2006-06-01;Fritidshus
28344;Hillerød;2006-07-01;Fritidshus
28176;Hillerød;2006-08-01;Fritidshus
27239;Hillerød;2006-09-01;Fritidshus
24048;Hillerød;2006-10-01;Fritidshus
21579;Hillerød;2006-11-01;Fritidshus
20757;Hillerød;2006-12-01;Fritidshus
21038;Hillerød;2007-01-01;Fritidshus
24282;Hillerød;2007-02-01;Fritidshus
25596;Hillerød;2007-03-01;Fritidshus
28185;Hillerød;2007-04-01;Fritidshus
26067;Hillerød;2007-05-01;Fritidshus
27423;Hillerød;2007-06-01;Fritidshus
26711;Hillerød;2007-07-01;Fritidshus
27484;Hillerød;2007-08-01;Fritidshus
27211;Hillerød;2007-09-01;Fritidshus
27299;Hillerød;2007-10-01;Fritidshus
27036;Hillerød;2007-11-01;Fritidshus
26132;Hillerød;2007-12-01;Fritidshus
27916;Hillerød;2008-01-01;Fritidshus
23886;Hillerød;2008-02-01;Fritidshus
20984;Hillerød;2008-03-01;Fritidshus
20980;Hillerød;2008-04-01;Fritidshus
23612;Hillerød;2008-05-01;Fritidshus
23266;Hillerød;2008-06-01;Fritidshus
23520;Hillerød;2008-07-01;Fritidshus
23821;Hillerød;2008-08-01;Fritidshus
24345;Hillerød;2008-09-01;Fritidshus
23457;Hillerød;2008-10-01;Fritidshus
24613;Hillerød;2008-11-01;Fritidshus
23801;Hillerød;2008-12-01;Fritidshus
21208;Hillerød;2009-01-01;Fritidshus
20344;Hillerød;2009-02-01;Fritidshus
19253;Hillerød;2009-03-01;Fritidshus
19119;Hillerød;2009-04-01;Fritidshus
19123;Hillerød;2009-05-01;Fritidshus
19174;Hillerød;2009-06-01;Fritidshus
19299;Hillerød;2009-07-01;Fritidshus
19909;Hillerød;2009-08-01;Fritidshus
19772;Hillerød;2009-09-01;Fritidshus
19429;Hillerød;2009-10-01;Fritidshus
19050;Hillerød;2009-11-01;Fritidshus
19020;Hillerød;2009-12-01;Fritidshus
18773;Hillerød;2010-01-01;Fritidshus
18526;Hillerød;2010-02-01;Fritidshus
18495;Hillerød;2010-03-01;Fritidshus
17904;Hillerød;2010-04-01;Fritidshus
17868;Hillerød;2010-05-01;Fritidshus
19417;Hillerød;2010-06-01;Fritidshus
19549;Hillerød;2010-07-01;Fritidshus
19786;Hillerød;2010-08-01;Fritidshus
19600;Hillerød;2010-09-01;Fritidshus
20246;Hillerød;2010-10-01;Fritidshus
20033;Hillerød;2010-11-01;Fritidshus
18808;Hillerød;2010-12-01;Fritidshus
18735;Hillerød;2011-01-01;Fritidshus
18552;Hillerød;2011-02-01;Fritidshus
19157;Hillerød;2011-03-01;Fritidshus
18478;Hillerød;2011-04-01;Fritidshus
18012;Hillerød;2011-05-01;Fritidshus
16885;Hillerød;2011-06-01;Fritidshus
17752;Hillerød;2011-07-01;Fritidshus
22368;Hillerød;2011-08-01;Fritidshus
22040;Hillerød;2011-09-01;Fritidshus
22224;Hillerød;2011-10-01;Fritidshus
23824;Hillerød;2011-11-01;Fritidshus
25043;Hillerød;2011-12-01;Fritidshus
22425;Hillerød;2012-01-01;Fritidshus
22263;Hillerød;2012-02-01;Fritidshus
20787;Hillerød;2012-03-01;Fritidshus
20640;Hillerød;2012-04-01;Fritidshus
20595;Hillerød;2012-05-01;Fritidshus
20925;Hillerød;2012-06-01;Fritidshus
20880;Hillerød;2012-07-01;Fritidshus
20496;Hillerød;2012-08-01;Fritidshus
24237;Hillerød;2012-09-01;Fritidshus
22024;Hillerød;2012-10-01;Fritidshus
22255;Hillerød;2012-11-01;Fritidshus
23262;Hillerød;2012-12-01;Fritidshus
26880;Hillerød;2013-01-01;Fritidshus
26731;Hillerød;2013-02-01;Fritidshus
24649;Hillerød;2013-03-01;Fritidshus
24708;Hillerød;2013-04-01;Fritidshus
24461;Hillerød;2013-05-01;Fritidshus
25158;Hillerød;2013-06-01;Fritidshus
26089;Hillerød;2013-07-01;Fritidshus
27697;Hillerød;2013-08-01;Fritidshus
25636;Hillerød;2013-09-01;Fritidshus
23179;Hillerød;2013-10-01;Fritidshus
22308;Hillerød;2013-11-01;Fritidshus
23834;Hillerød;2013-12-01;Fritidshus
21600;Hillerød;2014-01-01;Fritidshus
21407;Hillerød;2014-02-01;Fritidshus
21269;Hillerød;2014-03-01;Fritidshus
25237;Hillerød;2014-04-01;Fritidshus
24605;Hillerød;2014-05-01;Fritidshus
22634;Hillerød;2014-06-01;Fritidshus
21796;Hillerød;2014-07-01;Fritidshus
23653;Hillerød;2014-08-01;Fritidshus
18252;Hillerød;2014-09-01;Fritidshus
18805;Hillerød;2014-10-01;Fritidshus
18695;Hillerød;2014-11-01;Fritidshus
19170;Hillerød;2014-12-01;Fritidshus
16914;Hillerød;2015-01-01;Fritidshus
16413;Hillerød;2015-02-01;Fritidshus
23910;Hillerød;2015-03-01;Fritidshus
22349;Hillerød;2015-04-01;Fritidshus
22813;Hillerød;2015-05-01;Fritidshus
28298;Hillerød;2015-06-01;Fritidshus
23292;Hillerød;2015-07-01;Fritidshus
26931;Hillerød;2015-08-01;Fritidshus
20519;Hillerød;2015-09-01;Fritidshus
20656;Hillerød;2015-10-01;Fritidshus
20956;Hillerød;2015-11-01;Fritidshus
19744;Hillerød;2015-12-01;Fritidshus
20055;Hillerød;2016-01-01;Fritidshus
22823;Hillerød;2016-02-01;Fritidshus
21781;Hillerød;2016-03-01;Fritidshus
24426;Hillerød;2016-04-01;Fritidshus
20417;Hillerød;2016-05-01;Fritidshus
15451;Hillerød;2016-06-01;Fritidshus
14521;Hillerød;2016-07-01;Fritidshus
14084;Hillerød;2016-08-01;Fritidshus
14971;Hillerød;2016-09-01;Fritidshus
11532;Hillerød;2016-10-01;Fritidshus
23798;Hillerød;2016-11-01;Fritidshus
11532;Hillerød;2016-12-01;Fritidshus
21404;Hillerød;2017-01-01;Fritidshus
22663;Hillerød;2017-02-01;Fritidshus
19101;Hillerød;2017-03-01;Fritidshus
16998;Hillerød;2017-04-01;Fritidshus
16403;Hillerød;2017-05-01;Fritidshus
17584;Hillerød;2017-06-01;Fritidshus
15274;Hillerød;2017-07-01;Fritidshus
16928;Hillerød;2017-08-01;Fritidshus
18810;Hillerød;2017-09-01;Fritidshus
18157;Hillerød;2017-10-01;Fritidshus
20539;Hillerød;2017-11-01;Fritidshus
23042;Hillerød;2017-12-01;Fritidshus
0;Hørsholm;2004-01-01;Fritidshus
0;Hørsholm;2004-02-01;Fritidshus
0;Hørsholm;2004-03-01;Fritidshus
0;Hørsholm;2004-04-01;Fritidshus
0;Hørsholm;2004-05-01;Fritidshus
0;Hørsholm;2004-06-01;Fritidshus
0;Hørsholm;2004-07-01;Fritidshus
0;Hørsholm;2004-08-01;Fritidshus
0;Hørsholm;2004-09-01;Fritidshus
0;Hørsholm;2004-10-01;Fritidshus
0;Hørsholm;2004-11-01;Fritidshus
0;Hørsholm;2004-12-01;Fritidshus
0;Hørsholm;2005-01-01;Fritidshus
0;Hørsholm;2005-02-01;Fritidshus
0;Hørsholm;2005-03-01;Fritidshus
0;Hørsholm;2005-04-01;Fritidshus
0;Hørsholm;2005-05-01;Fritidshus
0;Hørsholm;2005-06-01;Fritidshus
0;Hørsholm;2005-07-01;Fritidshus
0;Hørsholm;2005-08-01;Fritidshus
0;Hørsholm;2005-09-01;Fritidshus
0;Hørsholm;2005-10-01;Fritidshus
0;Hørsholm;2005-11-01;Fritidshus
0;Hørsholm;2005-12-01;Fritidshus
0;Hørsholm;2006-01-01;Fritidshus
0;Hørsholm;2006-02-01;Fritidshus
0;Hørsholm;2006-03-01;Fritidshus
0;Hørsholm;2006-04-01;Fritidshus
0;Hørsholm;2006-05-01;Fritidshus
0;Hørsholm;2006-06-01;Fritidshus
0;Hørsholm;2006-07-01;Fritidshus
0;Hørsholm;2006-08-01;Fritidshus
12031;Hørsholm;2006-09-01;Fritidshus
12031;Hørsholm;2006-10-01;Fritidshus
12031;Hørsholm;2006-11-01;Fritidshus
12031;Hørsholm;2006-12-01;Fritidshus
12031;Hørsholm;2007-01-01;Fritidshus
0;Hørsholm;2007-02-01;Fritidshus
0;Hørsholm;2007-03-01;Fritidshus
0;Hørsholm;2007-04-01;Fritidshus
0;Hørsholm;2007-05-01;Fritidshus
0;Hørsholm;2007-06-01;Fritidshus
0;Hørsholm;2007-07-01;Fritidshus
0;Hørsholm;2007-08-01;Fritidshus
0;Hørsholm;2007-09-01;Fritidshus
0;Hørsholm;2007-10-01;Fritidshus
0;Hørsholm;2007-11-01;Fritidshus
0;Hørsholm;2007-12-01;Fritidshus
0;Hørsholm;2008-01-01;Fritidshus
0;Hørsholm;2008-02-01;Fritidshus
0;Hørsholm;2008-03-01;Fritidshus
0;Hørsholm;2008-04-01;Fritidshus
0;Hørsholm;2008-05-01;Fritidshus
0;Hørsholm;2008-06-01;Fritidshus
0;Hørsholm;2008-07-01;Fritidshus
0;Hørsholm;2008-08-01;Fritidshus
0;Hørsholm;2008-09-01;Fritidshus
0;Hørsholm;2008-10-01;Fritidshus
0;Hørsholm;2008-11-01;Fritidshus
0;Hørsholm;2008-12-01;Fritidshus
0;Hørsholm;2009-01-01;Fritidshus
143333;Hørsholm;2009-02-01;Fritidshus
143333;Hørsholm;2009-03-01;Fritidshus
143333;Hørsholm;2009-04-01;Fritidshus
143333;Hørsholm;2009-05-01;Fritidshus
0;Hørsholm;2009-06-01;Fritidshus
0;Hørsholm;2009-07-01;Fritidshus
0;Hørsholm;2009-08-01;Fritidshus
0;Hørsholm;2009-09-01;Fritidshus
0;Hørsholm;2009-10-01;Fritidshus
0;Hørsholm;2009-11-01;Fritidshus
0;Hørsholm;2009-12-01;Fritidshus
0;Hørsholm;2010-01-01;Fritidshus
0;Hørsholm;2010-02-01;Fritidshus
0;Hørsholm;2010-03-01;Fritidshus
0;Hørsholm;2010-04-01;Fritidshus
0;Hørsholm;2010-05-01;Fritidshus
0;Hørsholm;2010-06-01;Fritidshus
0;Hørsholm;2010-07-01;Fritidshus
0;Hørsholm;2010-08-01;Fritidshus
0;Hørsholm;2010-09-01;Fritidshus
0;Hørsholm;2010-10-01;Fritidshus
0;Hørsholm;2010-11-01;Fritidshus
0;Hørsholm;2010-12-01;Fritidshus
0;Hørsholm;2011-01-01;Fritidshus
0;Hørsholm;2011-02-01;Fritidshus
0;Hørsholm;2011-03-01;Fritidshus
0;Hørsholm;2011-04-01;Fritidshus
0;Hørsholm;2011-05-01;Fritidshus
0;Hørsholm;2011-06-01;Fritidshus
0;Hørsholm;2011-07-01;Fritidshus
0;Hørsholm;2011-08-01;Fritidshus
0;Hørsholm;2011-09-01;Fritidshus
0;Hørsholm;2011-10-01;Fritidshus
0;Hørsholm;2011-11-01;Fritidshus
0;Hørsholm;2011-12-01;Fritidshus
0;Hørsholm;2012-01-01;Fritidshus
0;Hørsholm;2012-02-01;Fritidshus
0;Hørsholm;2012-03-01;Fritidshus
0;Hørsholm;2012-04-01;Fritidshus
0;Hørsholm;2012-05-01;Fritidshus
0;Hørsholm;2012-06-01;Fritidshus
0;Hørsholm;2012-07-01;Fritidshus
0;Hørsholm;2012-08-01;Fritidshus
0;Hørsholm;2012-09-01;Fritidshus
0;Hørsholm;2012-10-01;Fritidshus
0;Hørsholm;2012-11-01;Fritidshus
0;Hørsholm;2012-12-01;Fritidshus
0;Hørsholm;2013-01-01;Fritidshus
0;Hørsholm;2013-02-01;Fritidshus
0;Hørsholm;2013-03-01;Fritidshus
0;Hørsholm;2013-04-01;Fritidshus
0;Hørsholm;2013-05-01;Fritidshus
0;Hørsholm;2013-06-01;Fritidshus
0;Hørsholm;2013-07-01;Fritidshus
0;Hørsholm;2013-08-01;Fritidshus
0;Hørsholm;2013-09-01;Fritidshus
0;Hørsholm;2013-10-01;Fritidshus
0;Hørsholm;2013-11-01;Fritidshus
0;Hørsholm;2013-12-01;Fritidshus
0;Hørsholm;2014-01-01;Fritidshus
0;Hørsholm;2014-02-01;Fritidshus
0;Hørsholm;2014-03-01;Fritidshus
0;Hørsholm;2014-04-01;Fritidshus
0;Hørsholm;2014-05-01;Fritidshus
0;Hørsholm;2014-06-01;Fritidshus
0;Hørsholm;2014-07-01;Fritidshus
0;Hørsholm;2014-08-01;Fritidshus
0;Hørsholm;2014-09-01;Fritidshus
0;Hørsholm;2014-10-01;Fritidshus
0;Hørsholm;2014-11-01;Fritidshus
0;Hørsholm;2014-12-01;Fritidshus
0;Hørsholm;2015-01-01;Fritidshus
0;Hørsholm;2015-02-01;Fritidshus
0;Hørsholm;2015-03-01;Fritidshus
0;Hørsholm;2015-04-01;Fritidshus
0;Hørsholm;2015-05-01;Fritidshus
0;Hørsholm;2015-06-01;Fritidshus
0;Hørsholm;2015-07-01;Fritidshus
0;Hørsholm;2015-08-01;Fritidshus
0;Hørsholm;2015-09-01;Fritidshus
0;Hørsholm;2015-10-01;Fritidshus
0;Hørsholm;2015-11-01;Fritidshus
0;Hørsholm;2015-12-01;Fritidshus
0;Hørsholm;2016-01-01;Fritidshus
0;Hørsholm;2016-02-01;Fritidshus
0;Hørsholm;2016-03-01;Fritidshus
0;Hørsholm;2016-04-01;Fritidshus
103147;Hørsholm;2016-05-01;Fritidshus
103147;Hørsholm;2016-06-01;Fritidshus
103147;Hørsholm;2016-07-01;Fritidshus
103147;Hørsholm;2016-08-01;Fritidshus
0;Hørsholm;2016-09-01;Fritidshus
0;Hørsholm;2016-10-01;Fritidshus
0;Hørsholm;2016-11-01;Fritidshus
0;Hørsholm;2016-12-01;Fritidshus
0;Hørsholm;2017-01-01;Fritidshus
0;Hørsholm;2017-02-01;Fritidshus
0;Hørsholm;2017-03-01;Fritidshus
0;Hørsholm;2017-04-01;Fritidshus
0;Hørsholm;2017-05-01;Fritidshus
0;Hørsholm;2017-06-01;Fritidshus
0;Hørsholm;2017-07-01;Fritidshus
0;Hørsholm;2017-08-01;Fritidshus
87063;Hørsholm;2017-09-01;Fritidshus
87063;Hørsholm;2017-10-01;Fritidshus
87063;Hørsholm;2017-11-01;Fritidshus
87063;Hørsholm;2017-12-01;Fritidshus
20902;Rudersdal;2004-01-01;Fritidshus
21736;Rudersdal;2004-02-01;Fritidshus
19951;Rudersdal;2004-03-01;Fritidshus
18015;Rudersdal;2004-04-01;Fritidshus
0;Rudersdal;2004-05-01;Fritidshus
0;Rudersdal;2004-06-01;Fritidshus
26923;Rudersdal;2004-07-01;Fritidshus
25292;Rudersdal;2004-08-01;Fritidshus
25292;Rudersdal;2004-09-01;Fritidshus
26792;Rudersdal;2004-10-01;Fritidshus
26661;Rudersdal;2004-11-01;Fritidshus
26661;Rudersdal;2004-12-01;Fritidshus
26661;Rudersdal;2005-01-01;Fritidshus
25778;Rudersdal;2005-02-01;Fritidshus
32703;Rudersdal;2005-03-01;Fritidshus
32922;Rudersdal;2005-04-01;Fritidshus
31977;Rudersdal;2005-05-01;Fritidshus
31977;Rudersdal;2005-06-01;Fritidshus
46154;Rudersdal;2005-07-01;Fritidshus
0;Rudersdal;2005-08-01;Fritidshus
27941;Rudersdal;2005-09-01;Fritidshus
27941;Rudersdal;2005-10-01;Fritidshus
0;Rudersdal;2005-11-01;Fritidshus
